STNAM,FIPST,LEAID,ST_LEAID,LEANM,ST_SCHID,SCHNAM,ALL_RATE_1617
TEXAS,48,4819650,TX-079907,FORT BEND ISD,TX-079907-079907013,WILLIAM B TRAVIS H S,94
TEXAS,48,4819650,TX-079907,FORT BEND ISD,TX-079907-079907016,RIDGE POINT H S,96
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905002,ARLINGTON HEIGHTS H S,90
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905104,BOULEVARD HEIGHTS,PS
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905001,CARTER-RIVERSIDE H S,91
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905004,DIAMOND HILL-JARVIS H S,85-89
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905005,DUNBAR H S,72
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905006,EASTERN HILLS H S,74
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905008,NORTH SIDE H S,83
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905016,O D WYATT H S,80
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905010,PASCHAL H S,92
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905009,POLYTECHNIC H S,89
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905014,SOUTHWEST H S,89
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905011,TRIMBLE TECHNICAL H S,97
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905015,WESTERN HILLS H S,89
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905024,DETENT CTR,LT50
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905019,METRO OPPORTUNITY,PS
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905026,JO KELLY SP ED,PS
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905066,WILLOUGHBY HOUSE,PS
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905021,SUCCESS H S,35-39
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905003,SOUTH HILLS H S,93
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905242,TARRANT YOUTH RECOVERY,LT50
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905082,TEXAS ACADEMY OF BIOMEDICAL,GE95
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905035,TRANSITION CTR,LT50
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905210,CHILDREN'S MEDICAL CTR,LE20
TEXAS,48,4819700,TX-220905,FORT WORTH ISD,TX-220905-220905212,BRIDGE ASSOC,LT50
TEXAS,48,4819740,TX-198903,FRANKLIN ISD,TX-198903-198903001,FRANKLIN H S,GE95
TEXAS,48,4819770,TX-001904,FRANKSTON ISD,TX-001904-001904001,FRANKSTON H S,GE90
TEXAS,48,4819820,TX-066903,FREER ISD,TX-066903-066903002,FREER H S,85-89
TEXAS,48,4819830,TX-152907,FRENSHIP ISD,TX-152907-152907001,FRENSHIP H S,GE99
TEXAS,48,4819830,TX-152907,FRENSHIP ISD,TX-152907-152907002,REESE EDUCATIONAL CTR,80-84
TEXAS,48,4819840,TX-086901,FREDERICKSBURG ISD,TX-086901-086901001,FREDERICKSBURG H S,95
TEXAS,48,4819840,TX-086901,FREDERICKSBURG ISD,TX-086901-086901002,ALTER SCH,40-59
TEXAS,48,4819950,TX-084911,FRIENDSWOOD ISD,TX-084911-084911001,FRIENDSWOOD H S,GE99
TEXAS,48,4819980,TX-185903,FRIONA ISD,TX-185903-185903001,FRIONA H S,GE95
TEXAS,48,4820010,TX-043905,FRISCO ISD,TX-043905-043905001,FRISCO H S,GE99
TEXAS,48,4820010,TX-043905,FRISCO ISD,TX-043905-043905002,CENTENNIAL H S,GE99
TEXAS,48,4820010,TX-043905,FRISCO ISD,TX-043905-043905005,WAKELAND H S,GE99
TEXAS,48,4820010,TX-043905,FRISCO ISD,TX-043905-043905006,LIBERTY H S,GE99
TEXAS,48,4820010,TX-043905,FRISCO ISD,TX-043905-043905007,HERITAGE H S,98
TEXAS,48,4820010,TX-043905,FRISCO ISD,TX-043905-043905008,LONE STAR H S,97
TEXAS,48,4820040,TX-175905,FROST ISD,TX-175905-175905001,FROST H S,GE90
TEXAS,48,4820070,TX-234909,FRUITVALE ISD,TX-234909-234909001,FRUITVALE H S,GE90
TEXAS,48,4820100,TX-122901,FT DAVIS ISD,TX-122901-122901001,FT DAVIS SCHOOL,GE50
TEXAS,48,4820130,TX-115901,FT HANCOCK ISD,TX-115901-115901004,FORT HANCOCK H S,GE80
TEXAS,48,4820160,TX-015914,FT SAM HOUSTON ISD,TX-015914-015914001,ROBERT G COLE MIDDLE/HIGH SCHOOL,GE95
TEXAS,48,4820190,TX-186902,FORT STOCKTON ISD,TX-186902-186902001,FORT STOCKTON H S,85-89
TEXAS,48,4820220,TX-049901,GAINESVILLE ISD,TX-049901-049901001,GAINESVILLE H S,90-94
TEXAS,48,4820250,TX-101910,GALENA PARK ISD,TX-101910-101910002,GALENA PARK H S,88
TEXAS,48,4820250,TX-101910,GALENA PARK ISD,TX-101910-101910003,NORTH SHORE SENIOR HIGH,86
TEXAS,48,4820250,TX-101910,GALENA PARK ISD,TX-101910-101910006,HIGHPOINT SCHOOL EAST (DAEP),PS
TEXAS,48,4820280,TX-084902,GALVESTON ISD,TX-084902-084902001,BALL H S,89
TEXAS,48,4820280,TX-084902,GALVESTON ISD,TX-084902-084902007,AIM COLLEGE & CAREER PREP,40-59
TEXAS,48,4820310,TX-120902,GANADO ISD,TX-120902-120902001,GANADO H S,GE90
TEXAS,48,4820340,TX-057909,GARLAND ISD,TX-057909-057909002,GARLAND H S,90
TEXAS,48,4820340,TX-057909,GARLAND ISD,TX-057909-057909005,LAKEVIEW CENTENNIAL H S,92
TEXAS,48,4820340,TX-057909,GARLAND ISD,TX-057909-057909004,N GARLAND H S,93
TEXAS,48,4820340,TX-057909,GARLAND ISD,TX-057909-057909003,S GARLAND H S,88
TEXAS,48,4820340,TX-057909,GARLAND ISD,TX-057909-057909006,MEMORIAL PATHWAY ACADEMY H S,63
TEXAS,48,4820340,TX-057909,GARLAND ISD,TX-057909-057909008,NAAMAN FOREST H S,94
TEXAS,48,4820340,TX-057909,GARLAND ISD,TX-057909-057909009,ROWLETT H S,93
TEXAS,48,4820340,TX-057909,GARLAND ISD,TX-057909-057909010,SACHSE H S,94
TEXAS,48,4820400,TX-174903,GARRISON ISD,TX-174903-174903001,GARRISON H S,GE90
TEXAS,48,4820460,TX-183904,GARY ISD,TX-183904-183904001,GARY SCHOOL,GE90
TEXAS,48,4820500,TX-050902,GATESVILLE ISD,TX-050902-050902001,GATESVILLE H S,GE95
TEXAS,48,4820550,TX-149901,GEORGE WEST ISD,TX-149901-149901001,GEORGE WEST H S,90-94
TEXAS,48,4820600,TX-246904,GEORGETOWN ISD,TX-246904-246904001,GEORGETOWN H S,94
TEXAS,48,4820600,TX-246904,GEORGETOWN ISD,TX-246904-246904004,EAST VIEW H S,96
TEXAS,48,4820600,TX-246904,GEORGETOWN ISD,TX-246904-246904002,CHIP RICHARTE H S,80-89
TEXAS,48,4820610,TX-161925,GHOLSON ISD,TX-161925-161925101,GHOLSON SCHOOL,GE80
TEXAS,48,4820640,TX-144901,GIDDINGS ISD,TX-144901-144901001,GIDDINGS H S,GE95
TEXAS,48,4820700,TX-230902,GILMER ISD,TX-230902-230902002,GILMER H S,90-94
TEXAS,48,4820760,TX-092901,GLADEWATER ISD,TX-092901-092901001,GLADEWATER H S,90-94
TEXAS,48,4820790,TX-087901,GLASSCOCK COUNTY ISD,TX-087901-087901001,GARDEN CITY H S,GE80
TEXAS,48,4820850,TX-213901,GLEN ROSE ISD,TX-213901-213901001,GLEN ROSE H S,GE95
TEXAS,48,4820960,TX-126911,GODLEY ISD,TX-126911-126911001,GODLEY H S,GE95
TEXAS,48,4820970,TX-169906,GOLD BURG ISD,TX-169906-169906001,GOLD BURG SCHOOL,GE50
TEXAS,48,4821000,TX-167901,GOLDTHWAITE ISD,TX-167901-167901001,GOLDTHWAITE H S,GE90
TEXAS,48,4821030,TX-088902,GOLIAD ISD,TX-088902-088902001,GOLIAD H S,GE95
TEXAS,48,4821060,TX-089901,GONZALES ISD,TX-089901-089901001,GONZALES H S,85-89
TEXAS,48,4821090,TX-187903,GOODRICH ISD,TX-187903-187903001,GOODRICH H S,GE50
TEXAS,48,4821150,TX-101911,GOOSE CREEK CISD,TX-101911-101911002,LEE H S,92
TEXAS,48,4821150,TX-101911,GOOSE CREEK CISD,TX-101911-101911003,STERLING H S,86
TEXAS,48,4821150,TX-101911,GOOSE CREEK CISD,TX-101911-101911005,PETER E HYLAND CENTER,85-89
TEXAS,48,4821150,TX-101911,GOOSE CREEK CISD,TX-101911-101911015,GOOSE CREEK MEMORIAL,93
TEXAS,48,4821150,TX-101911,GOOSE CREEK CISD,TX-101911-101911016,IMPACT EARLY COLLEGE H S,GE95
TEXAS,48,4821180,TX-182901,GORDON ISD,TX-182901-182901001,GORDON SCHOOL,GE80
TEXAS,48,4821270,TX-067904,GORMAN ISD,TX-067904-067904001,GORMAN H S,GE80
TEXAS,48,4821300,TX-156905,GRADY ISD,TX-156905-156905001,GRADY SCHOOL,GE50
TEXAS,48,4821330,TX-182902,GRAFORD ISD,TX-182902-182902001,GRAFORD H S,GE80
TEXAS,48,4821360,TX-252901,GRAHAM ISD,TX-252901-252901001,GRAHAM H S,GE95
TEXAS,48,4821360,TX-252901,GRAHAM ISD,TX-252901-252901002,GRAHAM LEARNING CTR,GE80
TEXAS,48,4821390,TX-111901,GRANBURY ISD,TX-111901-111901001,GRANBURY H S,95
TEXAS,48,4821390,TX-111901,GRANBURY ISD,TX-111901-111901002,STARS ACCELERATED H S,60-69
TEXAS,48,4821420,TX-057910,GRAND PRAIRIE ISD,TX-057910-057910002,GRAND PRAIRIE H S,90
TEXAS,48,4821420,TX-057910,GRAND PRAIRIE ISD,TX-057910-057910003,SOUTH GRAND PRAIRIE H S,96
TEXAS,48,4821420,TX-057910,GRAND PRAIRIE ISD,TX-057910-057910009,CROSSWINDS H S,59
TEXAS,48,4821420,TX-057910,GRAND PRAIRIE ISD,TX-057910-057910010,JOHN A DUBISKI CAREER H S,GE99
TEXAS,48,4821420,TX-057910,GRAND PRAIRIE ISD,TX-057910-057910001,GRAND PRAIRIE FINE ARTS ACADEMY,GE90
TEXAS,48,4821450,TX-234904,GRAND SALINE ISD,TX-234904-234904001,GRAND SALINE H S,90-94
TEXAS,48,4821480,TX-238904,GRANDFALLS-ROYALTY ISD,TX-238904-238904001,GRANDFALLS-ROYALTY SCHOOL,GE50
TEXAS,48,4821540,TX-126904,GRANDVIEW ISD,TX-126904-126904001,GRANDVIEW H S,GE95
TEXAS,48,4821590,TX-246905,GRANGER ISD,TX-246905-246905001,GRANGER SCHOOL,GE90
TEXAS,48,4821600,TX-226907,GRAPE CREEK ISD,TX-226907-226907001,GRAPE CREEK H S,GE95
TEXAS,48,4821630,TX-113902,GRAPELAND ISD,TX-113902-113902002,GRAPELAND H S,80-89
TEXAS,48,4821660,TX-220906,GRAPEVINE-COLLEYVILLE ISD,TX-220906-220906001,GRAPEVINE H S,97
TEXAS,48,4821660,TX-220906,GRAPEVINE-COLLEYVILLE ISD,TX-220906-220906006,THE BRIDGES ACAD ALTER,90-94
TEXAS,48,4821660,TX-220906,GRAPEVINE-COLLEYVILLE ISD,TX-220906-220906004,COLLEYVILLE HERITAGE H S,97
TEXAS,48,4821660,TX-220906,GRAPEVINE-COLLEYVILLE ISD,TX-220906-220906007,IUNIVERSITY PREP,GE95
TEXAS,48,4821720,TX-116905,GREENVILLE ISD,TX-116905-116905002,GREENVILLE H S,GE99
TEXAS,48,4821720,TX-116905,GREENVILLE ISD,TX-116905-116905001,NEW HORIZONS LEARNING CENTER,60-69
TEXAS,48,4821750,TX-165902,GREENWOOD ISD,TX-165902-165902001,GREENWOOD H S,90-94
TEXAS,48,4821780,TX-205902,GREGORY-PORTLAND ISD,TX-205902-205902001,GREGORY-PORTLAND H S,92
TEXAS,48,4821810,TX-147902,GROESBECK ISD,TX-147902-147902001,GROESBECK H S,GE95
TEXAS,48,4821840,TX-033901,GROOM ISD,TX-033901-033901001,GROOM SCHOOL,GE50
TEXAS,48,4821900,TX-228901,GROVETON ISD,TX-228901-228901001,GROVETON J H-H S,GE90
TEXAS,48,4821930,TX-098901,GRUVER ISD,TX-098901-098901001,GRUVER H S,GE80
TEXAS,48,4821960,TX-091917,GUNTER ISD,TX-091917-091917001,GUNTER H S,90-94
TEXAS,48,4821990,TX-047903,GUSTINE ISD,TX-047903-047903001,GUSTINE SCHOOL,GE50
TEXAS,48,4822020,TX-135001,GUTHRIE CSD,TX-135001-135001001,GUTHRIE SCHOOL,GE50
TEXAS,48,4822050,TX-095903,HALE CENTER ISD,TX-095903-095903001,HALE CENTER H S,GE90
TEXAS,48,4822120,TX-143901,HALLETTSVILLE ISD,TX-143901-143901001,HALLETTSVILLE H S,GE95
TEXAS,48,4822170,TX-102904,HALLSVILLE ISD,TX-102904-102904002,HALLSVILLE H S,98
TEXAS,48,4822230,TX-097902,HAMILTON ISD,TX-097902-097902001,HAMILTON H S,80-89
TEXAS,48,4822260,TX-127903,HAMLIN ISD,TX-127903-127903001,HAMLIN H S,GE90
TEXAS,48,4822320,TX-123914,HAMSHIRE-FANNETT ISD,TX-123914-123914001,HAMSHIRE-FANNETT H S,GE95
TEXAS,48,4822350,TX-219901,HAPPY ISD,TX-219901-219901001,HAPPY H S,GE80
TEXAS,48,4822380,TX-146904,HARDIN ISD,TX-146904-146904001,HARDIN H S,GE95
TEXAS,48,4822410,TX-100905,HARDIN-JEFFERSON ISD,TX-100905-100905001,HARDIN-JEFFERSON H S,GE95
TEXAS,48,4822470,TX-015904,HARLANDALE ISD,TX-015904-015904001,HARLANDALE H S,94
TEXAS,48,4822470,TX-015904,HARLANDALE ISD,TX-015904-015904002,MCCOLLUM H S,96
TEXAS,48,4822470,TX-015904,HARLANDALE ISD,TX-015904-015904004,FRANK M TEJEDA ACADEMY,85-89
TEXAS,48,4822470,TX-015904,HARLANDALE ISD,TX-015904-015904010,FENLEY TRANSITIONAL H S,PS
TEXAS,48,4822500,TX-102905,HARLETON ISD,TX-102905-102905001,HARLETON H S,GE95
TEXAS,48,4822530,TX-031903,HARLINGEN CISD,TX-031903-031903001,HARLINGEN H S,93
TEXAS,48,4822530,TX-031903,HARLINGEN CISD,TX-031903-031903002,HARLINGEN H S - SOUTH,94
TEXAS,48,4822530,TX-031903,HARLINGEN CISD,TX-031903-031903118,SECONDARY ALTER CTR,PS
TEXAS,48,4822530,TX-031903,HARLINGEN CISD,TX-031903-031903005,EARLY COLLEGE H S,GE95
TEXAS,48,4822530,TX-031903,HARLINGEN CISD,TX-031903-031903003,KEYS ACAD,50-54
TEXAS,48,4822560,TX-230905,HARMONY ISD,TX-230905-230905001,HARMONY H S,GE95
TEXAS,48,4822590,TX-086902,HARPER ISD,TX-086902-086902001,HARPER H S,GE90
TEXAS,48,4822620,TX-244901,HARROLD ISD,TX-244901-244901001,HARROLD SCHOOL,GE50
TEXAS,48,4822650,TX-035902,HART ISD,TX-035902-035902001,HART ISD,GE80
TEXAS,48,4822680,TX-103902,HARTLEY ISD,TX-103902-103902001,HARTLEY SCHOOL,GE80
TEXAS,48,4822740,TX-104901,HASKELL CISD,TX-104901-104901001,HASKELL H S,GE90
TEXAS,48,4822770,TX-250902,HAWKINS ISD,TX-250902-250902001,HAWKINS H S,GE90
TEXAS,48,4822800,TX-127904,HAWLEY ISD,TX-127904-127904001,HAWLEY H S,GE90
TEXAS,48,4822830,TX-198905,HEARNE ISD,TX-198905-198905002,HEARNE H S,80-89
TEXAS,48,4822850,TX-065902,HEDLEY ISD,TX-065902-065902001,HEDLEY SCHOOL,GE50
TEXAS,48,4822890,TX-202903,HEMPHILL ISD,TX-202903-202903001,HEMPHILL H S,90-94
TEXAS,48,4822920,TX-237902,HEMPSTEAD ISD,TX-237902-237902001,HEMPSTEAD H S,90-94
TEXAS,48,4822970,TX-201902,HENDERSON ISD,TX-201902-201902001,HENDERSON H S,94
TEXAS,48,4822980,TX-039902,HENRIETTA ISD,TX-039902-039902001,HENRIETTA H S,GE90
TEXAS,48,4823010,TX-059901,HEREFORD ISD,TX-059901-059901001,HEREFORD H S,90
TEXAS,48,4823040,TX-208901,HERMLEIGH ISD,TX-208901-208901001,HERMLEIGH SCHOOL,GE80
TEXAS,48,4823070,TX-097903,HICO ISD,TX-097903-097903001,HICO H S,GE90
TEXAS,48,4823100,TX-108905,HIDALGO ISD,TX-108905-108905001,HIDALGO EARLY COLLEGE H S,96
TEXAS,48,4823100,TX-108905,HIDALGO ISD,TX-108905-108905002,HIDALGO ACADEMY,60-79
TEXAS,48,4823140,TX-148903,HIGGINS ISD,TX-148903-148903001,HIGGINS SCHOOL,GE50
TEXAS,48,4823160,TX-084903,HIGH ISLAND ISD,TX-084903-084903001,HIGH ISLAND SCHOOL,GE50
TEXAS,48,4823190,TX-177905,HIGHLAND ISD,TX-177905-177905001,HIGHLAND SCHOOL,GE50
TEXAS,48,4823250,TX-057911,HIGHLAND PARK ISD,TX-057911-057911001,HIGHLAND PARK H S,98
TEXAS,48,4823280,TX-109904,HILLSBORO ISD,TX-109904-109904001,HILLSBORO H S,GE95
TEXAS,48,4823310,TX-084908,HITCHCOCK ISD,TX-084908-084908001,HITCHCOCK H S,90-94
TEXAS,48,4823370,TX-014905,HOLLAND ISD,TX-014905-014905001,HOLLAND H S,GE90
TEXAS,48,4823400,TX-005902,HOLLIDAY ISD,TX-005902-005902001,HOLLIDAY H S,GE95
TEXAS,48,4823430,TX-163904,HONDO ISD,TX-163904-163904001,HONDO H S,GE95
TEXAS,48,4823460,TX-074907,HONEY GROVE ISD,TX-074907-074907001,HONEY GROVE H S,GE90
TEXAS,48,4823490,TX-019902,HOOKS ISD,TX-019902-019902002,HOOKS H S,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912001,AUSTIN H S,86
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912002,BELLAIRE H S,89
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912003,NORTHSIDE H S,79
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912004,FURR H S,90
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912026,DEBAKEY H S FOR HEALTH PROF,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912006,JONES FUTURES ACADEMY,GE50
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912007,KASHMERE H S,65-69
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912008,LAMAR H S,89
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912009,WISDOM H S,71
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912010,MADISON H S,70
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912011,MILBY H S,80
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912025,PERFOR & VIS ARTS H S,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912012,HEIGHTS H S,97
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912024,SCARBOROUGH H S,90-94
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912023,SHARPSTOWN H S,72
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912081,SHARPSTOWN INTERNATIONAL SCHOOL,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912014,STERLING H S,75
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912015,WALTRIP H S,78
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912016,WASHINGTON B T H S,70-74
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912017,WESTBURY H S,83
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912018,WHEATLEY H S,65-69
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912019,WORTHING H S,57
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912020,YATES H S,72
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912033,JORDAN H S,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912034,H S FOR LAW AND JUSTICE,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912013,COMMUNITY SERVICES-SEC,LE5
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912039,T H ROGERS SCHOOL,PS
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912301,EASTWOOD ACADEMY,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912027,CHAVEZ H S,77
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912036,WESTSIDE H S,93
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912322,CARNEGIE VANGUARD H S,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912323,CHALLENGE EARLY COLLEGE H S,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912324,LIBERTY H S,LE5
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912345,EAST EARLY COLLEGE H S,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912348,HOUSTON ACADEMY FOR INTERNATIONAL STUDIES,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912311,MOUNT CARMEL ACADEMY,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912310,HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER,86
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912321,ENERGIZED FOR STEM ACADEMY CENTRAL H S,GE50
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912308,NORTH HOUSTON EARLY COLLEGE H S,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912455,ENERGIZED FOR STEM ACADEMY WEST H S,GE95
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912100,TEXAS CONNECTIONS ACADEMY AT HOUSTON,47
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912458,MICKEY LELAND COLLEGE PREP ACAD FOR YOUNG MEN,GE50
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912463,YOUNG WOMEN'S COLLEGE PREP ACADEMY,GE80
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912477,NORTH FOREST H S,74
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912486,SOUTH EARLY COLLEGE H S,GE80
TEXAS,48,4823640,TX-101912,HOUSTON ISD,TX-101912-101912097,HCC LIFE SKILLS PROGRAM,LE10
TEXAS,48,4823670,TX-091905,HOWE ISD,TX-091905-091905001,HOWE H S,90-94
TEXAS,48,4823730,TX-109905,HUBBARD ISD,TX-109905-109905001,HUBBARD H S,GE80
TEXAS,48,4823760,TX-072908,HUCKABAY ISD,TX-072908-072908001,HUCKABAY SCHOOL,GE50
TEXAS,48,4823790,TX-003902,HUDSON ISD,TX-003902-003902001,HUDSON H S,90-94
TEXAS,48,4823790,TX-003902,HUDSON ISD,TX-003902-003902004,STUBBLEFIELD LRN CTR,GE80
TEXAS,48,4823820,TX-101925,HUFFMAN ISD,TX-101925-101925001,HARGRAVE H S,GE99
TEXAS,48,4823850,TX-034903,HUGHES SPRINGS ISD,TX-034903-034903001,HUGHES SPRINGS H S,GE95
TEXAS,48,4823880,TX-146905,HULL-DAISETTA ISD,TX-146905-146905001,HULL-DAISETTA H S,GE90
TEXAS,48,4823910,TX-101913,HUMBLE ISD,TX-101913-101913001,HUMBLE H S,89
TEXAS,48,4823910,TX-101913,HUMBLE ISD,TX-101913-101913002,KINGWOOD H S,96
TEXAS,48,4823910,TX-101913,HUMBLE ISD,TX-101913-101913008,ATASCOCITA H S,90
TEXAS,48,4823910,TX-101913,HUMBLE ISD,TX-101913-101913013,KINGWOOD PARK H S,96
TEXAS,48,4823910,TX-101913,HUMBLE ISD,TX-101913-101913014,SUMMER CREEK H S,94
TEXAS,48,4823910,TX-101913,HUMBLE ISD,TX-101913-101913005,QUEST EARLY COLLEGE H S,GE95
TEXAS,48,4824000,TX-003904,HUNTINGTON ISD,TX-003904-003904005,PRIDE ALTER SCH,60-69
TEXAS,48,4824000,TX-003904,HUNTINGTON ISD,TX-003904-003904001,HUNTINGTON H S,GE95
TEXAS,48,4824030,TX-236902,HUNTSVILLE ISD,TX-236902-236902002,HUNTSVILLE H S,86
TEXAS,48,4824030,TX-236902,HUNTSVILLE ISD,TX-236902-236902008,TEXAS ONLINE PREPARATORY H S,75-79
TEXAS,48,4824060,TX-220916,HURST-EULESS-BEDFORD ISD,TX-220916-220916001,BELL H S,98
TEXAS,48,4824060,TX-220916,HURST-EULESS-BEDFORD ISD,TX-220916-220916002,TRINITY H S,98
TEXAS,48,4824060,TX-220916,HURST-EULESS-BEDFORD ISD,TX-220916-220916005,KEYS H S,80-84
TEXAS,48,4824100,TX-246906,HUTTO ISD,TX-246906-246906001,HUTTO H S,97
TEXAS,48,4824120,TX-152910,IDALOU ISD,TX-152910-152910001,IDALOU H S,GE90
TEXAS,48,4824150,TX-120905,INDUSTRIAL ISD,TX-120905-120905001,INDUSTRIAL H S,GE95
TEXAS,48,4824180,TX-205903,INGLESIDE ISD,TX-205903-205903001,INGLESIDE H S,GE95
TEXAS,48,4824210,TX-133904,INGRAM ISD,TX-133904-133904001,INGRAM TOM MOORE H S,GE95
TEXAS,48,4824240,TX-093903,IOLA ISD,TX-093903-093903001,IOLA H S,GE90
TEXAS,48,4824260,TX-243903,IOWA PARK CISD,TX-243903-243903001,IOWA PARK H S,GE95
TEXAS,48,4824300,TX-208903,IRA ISD,TX-208903-208903001,IRA SCHOOL,GE80
TEXAS,48,4824330,TX-186903,IRAAN-SHEFFIELD ISD,TX-186903-186903001,IRAAN H S,GE80
TEXAS,48,4824360,TX-018906,IREDELL ISD,TX-018906-018906001,IREDELL SCHOOL,GE50
TEXAS,48,4824420,TX-057912,IRVING ISD,TX-057912-057912002,IRVING H S,97
TEXAS,48,4824420,TX-057912,IRVING ISD,TX-057912-057912003,MACARTHUR H S,97
TEXAS,48,4824420,TX-057912,IRVING ISD,TX-057912-057912004,NIMITZ H S,91
TEXAS,48,4824420,TX-057912,IRVING ISD,TX-057912-057912005,BARBARA CARDWELL CAREER PREPARATORY CENTER,80-84
TEXAS,48,4824420,TX-057912,IRVING ISD,TX-057912-057912006,JACK E SINGLEY ACADEMY,GE99
TEXAS,48,4824450,TX-070907,ITALY ISD,TX-070907-070907001,ITALY H S,GE90
TEXAS,48,4824480,TX-109907,ITASCA ISD,TX-109907-109907001,ITASCA H S,GE90
TEXAS,48,4824530,TX-119902,JACKSBORO ISD,TX-119902-119902001,JACKSBORO H S,GE95
TEXAS,48,4824590,TX-037904,JACKSONVILLE ISD,TX-037904-037904002,JACKSONVILLE H S,88
