STNAM,FIPST,LEAID,ST_LEAID,LEANM,NCESSCH,ST_SCHID,SCHNAM,ALL_RATE,DATE_CUR
TEXAS,48,4800001,TX-054901,CROSBYTON CISD,480000000000,TX-054901-054901001,CROSBYTON SECONDARY,80,9/23/2019 0:00
TEXAS,48,4800002,TX-063903,SPUR ISD,480000000000,TX-063903-063903001,SPUR SCHOOL,80,9/23/2019 0:00
TEXAS,48,4800003,TX-069901,ROCKSPRINGS ISD,480000000000,TX-069901-069901001,ROCKSPRINGS K-12,80,9/23/2019 0:00
TEXAS,48,4800004,TX-015801,POR VIDA ACADEMY,480000000000,TX-015801-015801001,POR VIDA ACADEMY CHARTER H S,35,9/23/2019 0:00
TEXAS,48,4800004,TX-015801,POR VIDA ACADEMY,480000000000,TX-015801-015801002,CORPUS CHRISTI COLLEGE PREP H S,80,9/23/2019 0:00
TEXAS,48,4800004,TX-015801,POR VIDA ACADEMY,480000000000,TX-015801-015801003,CESAR E CHAVEZ ACADEMY,35,9/23/2019 0:00
TEXAS,48,4800005,TX-177903,BLACKWELL CISD,480001000000,TX-177903-177903001,BLACKWELL SCHOOL,50,9/23/2019 0:00
TEXAS,48,4800006,TX-217901,ASPERMONT ISD,480001000000,TX-217901-217901001,ASPERMONT H S,50,9/23/2019 0:00
TEXAS,48,4800007,TX-042905,PANTHER CREEK CISD,480001000000,TX-042905-042905001,PANTHER CREEK SCHOOL,80,9/23/2019 0:00
TEXAS,48,4800008,TX-105904,DRIPPING SPRINGS ISD,480001000000,TX-105904-105904001,DRIPPING SPRINGS H S,98,9/23/2019 0:00
TEXAS,48,4800009,TX-105905,WIMBERLEY ISD,480001000000,TX-105905-105905001,WIMBERLEY H S,95,9/23/2019 0:00
TEXAS,48,4800010,TX-105906,HAYS CISD,480001000000,TX-105906-105906001,JACK C HAYS H S,90,9/23/2019 0:00
TEXAS,48,4800010,TX-105906,HAYS CISD,480001000000,TX-105906-105906004,LIVE OAK ACADEMY,90,9/23/2019 0:00
TEXAS,48,4800010,TX-105906,HAYS CISD,480001000000,TX-105906-105906005,LEHMAN H S,86,9/23/2019 0:00
TEXAS,48,4800011,TX-126901,ALVARADO ISD,480001000000,TX-126901-126901001,ALVARADO H S,95,9/23/2019 0:00
TEXAS,48,4800012,TX-139905,CHISUM ISD,480001000000,TX-139905-139905001,CHISUM H S,95,9/23/2019 0:00
TEXAS,48,4800014,TX-015802,GEORGE GERVIN ACADEMY,480001000000,TX-015802-015802001,GEORGE GERVIN ACADEMY,90,9/23/2019 0:00
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,480002000000,TX-057804-057804001,DALLAS CAN ACADEMY CHARTER,47,9/23/2019 0:00
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,480002000000,TX-057804-057804002,DALLAS CAN ACADEMY CHARTER-OAK CLIFF,62,9/23/2019 0:00
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,480002000000,TX-057804-057804009,HOUSTON CAN ACADEMY - NORTH,39,9/23/2019 0:00
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,480002000000,TX-057804-057804011,SAN ANTONIO CAN ACADEMY,45,9/23/2019 0:00
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,480002000000,TX-057804-057804007,FORT WORTH CAN ACADEMY WESTCREEK,45,9/23/2019 0:00
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,480002000000,TX-057804-057804008,FORT WORTH CAN ACADEMY LANCASTER AVENUE,31,9/23/2019 0:00
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,480002000000,TX-057804-057804006,AUSTIN CAN ACADEMY,43,9/23/2019 0:00
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,480002000000,TX-057804-057804003,DALLAS CAN ACADEMY AT CARROLLTON-FARMERS BRANCH,45,9/23/2019 0:00
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,480002000000,TX-057804-057804010,HOUSTON CAN ACADEMY - HOBBY,25,9/23/2019 0:00
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,480002000000,TX-057804-057804004,DALLAS CAN ACADEMY AT PLEASANT GROVE,37,9/23/2019 0:00
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,480002000000,TX-057804-057804005,DALLAS CAN ACADEMY - GRANT EAST,42,9/23/2019 0:00
TEXAS,48,4800020,TX-101804,GEORGE I SANCHEZ CHARTER,480002000000,TX-101804-101804001,GEORGE I SANCHEZ H S,75,9/23/2019 0:00
TEXAS,48,4800022,TX-101806,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,480002000000,TX-101806-101806001,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,90,9/23/2019 0:00
TEXAS,48,4800025,TX-178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,480003000000,TX-178801-178801001,DR M L GARZA-GONZALEZ CHARTER SCHOOL,87,9/23/2019 0:00
TEXAS,48,4800029,TX-057802,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,480003000000,TX-057802-057802001,PEGASUS CHARTER H S,80,9/23/2019 0:00
TEXAS,48,4800030,TX-057803,UPLIFT EDUCATION,480003000000,TX-057803-057803002,UPLIFT EDUCATION-NORTH HILLS PREP H S,95,9/23/2019 0:00
TEXAS,48,4800037,TX-071801,BURNHAM WOOD CHARTER SCHOOL DISTRICT,480004000000,TX-071801-071801003,DAVINCI SCHOOL FOR SCIENCE AND THE ARTS,80,9/23/2019 0:00
TEXAS,48,4800041,TX-057806,ADVANTAGE ACADEMY,480004000000,TX-057806-057806101,ADVANTAGE ACADEMY,80,9/23/2019 0:00
TEXAS,48,4800042,TX-161802,RAPOPORT ACADEMY PUBLIC SCHOOL,480004000000,TX-161802-161802001,PAUL AND JANE MEYER PUBLIC H S,90,9/23/2019 0:00
TEXAS,48,4800044,TX-227803,WAYSIDE SCHOOLS,480004000000,TX-227803-227803001,SCI-TECH PREPARATORY,80,9/23/2019 0:00
TEXAS,48,4800048,TX-236801,RAVEN SCHOOL,480005000000,TX-236801-236801001,THOMAS BUZBEE VOCATIONAL SCHOOL,15,9/23/2019 0:00
TEXAS,48,4800049,TX-101811,EXCEL ACADEMY,480005000000,TX-101811-101811004,HARRIS COUNTY YOUTH VILLAGE,87,9/23/2019 0:00
TEXAS,48,4800053,TX-015808,INSPIRE ACADEMIES,480005000000,TX-015808-015808003,JHW INSPIRE ACADEMY - HAYS COUNTY,87,9/23/2019 0:00
TEXAS,48,4800055,TX-057807,LIFE SCHOOL,480006000000,TX-057807-057807001,LIFE SCHOOL OAK CLIFF,95,9/23/2019 0:00
TEXAS,48,4800058,TX-227804,NYOS CHARTER SCHOOL,480006000000,TX-227804-227804101,NYOS CHARTER SCHOOL,90,9/23/2019 0:00
TEXAS,48,4800059,TX-015814,POSITIVE SOLUTIONS CHARTER SCHOOL,480006000000,TX-015814-015814001,POSITIVE SOLUTIONS CHARTER,30,9/23/2019 0:00
TEXAS,48,4800062,TX-015806,SCHOOL OF EXCELLENCE IN EDUCATION,480006000000,TX-015806-015806003,MILTON B LEE ACADEMY OF SCIENCE & ENGINEERING,90,9/23/2019 0:00
TEXAS,48,4800063,TX-015807,SOUTHWEST PREPARATORY SCHOOL,480006000000,TX-015807-015807002,SOUTHWEST PREPARATORY SOUTHEAST CAMPUS,50,9/23/2019 0:00
TEXAS,48,4800063,TX-015807,SOUTHWEST PREPARATORY SCHOOL,480006000000,TX-015807-015807004,SOUTHWEST PREPARATORY SCHOOL-NORTHWEST,80,9/23/2019 0:00
TEXAS,48,4800063,TX-015807,SOUTHWEST PREPARATORY SCHOOL,480006000000,TX-015807-015807005,NEW DIRECTIONS,80,9/23/2019 0:00
TEXAS,48,4800064,TX-227814,CHAPARRAL STAR ACADEMY,480006000000,TX-227814-227814001,CHAPARRAL STAR ACADEMY,80,9/23/2019 0:00
TEXAS,48,4800068,TX-220801,TREETOPS SCHOOL INTERNATIONAL,480007000000,TX-220801-220801001,TREETOPS SCHOOL INTERNATIONAL,50,9/23/2019 0:00
TEXAS,48,4800070,TX-057808,UNIVERSAL ACADEMY,480007000000,TX-057808-057808101,UNIVERSAL ACADEMY,50,9/23/2019 0:00
TEXAS,48,4800070,TX-057808,UNIVERSAL ACADEMY,480007000000,TX-057808-057808102,UNIVERSAL ACADEMY - COPPELL,87,9/23/2019 0:00
TEXAS,48,4800071,TX-227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,480007000000,TX-227806-227806017,ANNUNCIATION MATERNITY HOME,87,9/23/2019 0:00
TEXAS,48,4800071,TX-227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,480007000000,TX-227806-227806025,METHODIST CHILDREN'S HOME,50,9/23/2019 0:00
TEXAS,48,4800071,TX-227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,480007000000,TX-227806-227806034,UT - UNIVERSITY CHARTER SCHOOL AT HIGH POINT,50,9/23/2019 0:00
TEXAS,48,4800074,TX-003801,PINEYWOODS COMMUNITY ACADEMY,480007000000,TX-003801-003801001,PINEYWOODS COMMUNITY ACADEMY H S,90,9/23/2019 0:00
TEXAS,48,4800075,TX-014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),480008000000,TX-014801-014801001,RICHARD MILBURN ALTER H S (KILLEEN),35,9/23/2019 0:00
TEXAS,48,4800075,TX-014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),480008000000,TX-014801-014801004,RICHARD MILBURN ACADEMY LUBBOCK,30,9/23/2019 0:00
TEXAS,48,4800075,TX-014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),480008000000,TX-014801-014801007,RICHARD MILBURN ACADEMY CORPUS CHRISTI,24,9/23/2019 0:00
TEXAS,48,4800075,TX-014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),480008000000,TX-014801-014801008,RICHARD MILBURN ACADEMY AMARILLO,45,9/23/2019 0:00
TEXAS,48,4800075,TX-014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),480008000000,TX-014801-014801006,RICHARD MILBURN ACADEMY FORT WORTH,25,9/23/2019 0:00
TEXAS,48,4800075,TX-014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),480008000000,TX-014801-014801002,RICHARD MILBURN ACADEMY ODESSA,25,9/23/2019 0:00
TEXAS,48,4800075,TX-014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),480008000000,TX-014801-014801005,RICHARD MILBURN ACADEMY HOUSTON (SUBURBAN),20,9/23/2019 0:00
TEXAS,48,4800076,TX-014803,PRIORITY CHARTER SCHOOLS,480008000000,TX-014803-014803101,TEMPLE CHARTER ACADEMY,50,9/23/2019 0:00
TEXAS,48,4800076,TX-014803,PRIORITY CHARTER SCHOOLS,480008000000,TX-014803-014803004,CEDAR PARK CHARTER ACADEMY,50,9/23/2019 0:00
TEXAS,48,4800076,TX-014803,PRIORITY CHARTER SCHOOLS,480008000000,TX-014803-014803003,COVE CHARTER ACADEMY,50,9/23/2019 0:00
TEXAS,48,4800080,TX-015815,HERITAGE ACADEMY,480008000000,TX-015815-015815041,HERITAGE ACADEMY OF DEL RIO,80,9/23/2019 0:00
TEXAS,48,4800093,TX-057814,ACADEMY FOR ACADEMIC EXCELLENCE,480009000000,TX-057814-057814001,DALLAS COUNTY JUVENILE JUSTICE,87,9/23/2019 0:00
TEXAS,48,4800093,TX-057814,ACADEMY FOR ACADEMIC EXCELLENCE,480009000000,TX-057814-057814004,SAU CAMPUS,20,9/23/2019 0:00
TEXAS,48,4800093,TX-057814,ACADEMY FOR ACADEMIC EXCELLENCE,480009000000,TX-057814-057814002,DRC CAMPUS,10,9/23/2019 0:00
TEXAS,48,4800106,TX-071803,PASO DEL NORTE ACADEMY CHARTER DISTRICT,480011000000,TX-071803-071803001,PASO DEL NORTE ACADEMY-MESA CHARTER H S,40,9/23/2019 0:00
TEXAS,48,4800106,TX-071803,PASO DEL NORTE ACADEMY CHARTER DISTRICT,480011000000,TX-071803-071803002,PASEO DEL NORTE ACADEMY-VISTA DEL SOL CHARTER HIGH,40,9/23/2019 0:00
TEXAS,48,4800109,TX-092801,EAST TEXAS CHARTER SCHOOLS,480011000000,TX-092801-092801001,DAN CHADWICK CAMPUS,90,9/23/2019 0:00
TEXAS,48,4800115,TX-101821,HOUSTON HEIGHTS HIGH SCHOOL,480012000000,TX-101821-101821001,HOUSTON HEIGHTS CHARTER SCHOOL,70,9/23/2019 0:00
TEXAS,48,4800118,TX-101828,HOUSTON GATEWAY ACADEMY INC,480012000000,TX-101828-101828001,HOUSTON GATEWAY ACADEMY - CORAL CAMPUS,95,9/23/2019 0:00
TEXAS,48,4800124,TX-101837,CALVIN NELMS CHARTER SCHOOLS,480012000000,TX-101837-101837001,CALVIN NELMS H S,80,9/23/2019 0:00
TEXAS,48,4800125,TX-101838,SOUTHWEST SCHOOL,480013000000,TX-101838-101838001,EMPOWERMENT H S,90,9/23/2019 0:00
TEXAS,48,4800125,TX-101838,SOUTHWEST SCHOOL,480013000000,TX-101838-101838004,PHOENIX SCHOOL AT SOUTHWEST SCHOOLS,60,9/23/2019 0:00
TEXAS,48,4800127,TX-101842,COMQUEST ACADEMY,480013000000,TX-101842-101842001,COMQUEST ACADEMY,87,9/23/2019 0:00
TEXAS,48,4800132,TX-105801,KATHERINE ANNE PORTER SCHOOL,480013000000,TX-105801-105801001,KATHERINE ANNE PORTER SCHOOL,80,9/23/2019 0:00
TEXAS,48,4800133,TX-108804,MIDVALLEY ACADEMY CHARTER DISTRICT,480013000000,TX-108804-108804001,MIDVALLEY ACADEMY-MERCEDES CHARTER H S,60,9/23/2019 0:00
TEXAS,48,4800133,TX-108804,MIDVALLEY ACADEMY CHARTER DISTRICT,480013000000,TX-108804-108804002,MIDVALLEY ACADEMY-MCALLEN CHARTER H S,60,9/23/2019 0:00
TEXAS,48,4800133,TX-108804,MIDVALLEY ACADEMY CHARTER DISTRICT,480013000000,TX-108804-108804003,MIDVALLEY ACADEMY-SAN BENITO CHARTER H S,85,9/23/2019 0:00
TEXAS,48,4800139,TX-123803,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,480014000000,TX-123803-123803001,TEKOA ACADEMY OF ACCELERATED STUDIES,50,9/23/2019 0:00
TEXAS,48,4800142,TX-152803,SOUTH PLAINS ACADEMY CHARTER DISTRICT,480014000000,TX-152803-152803001,SOUTH PLAINS ACADEMY CHARTER H S,75,9/23/2019 0:00
TEXAS,48,4800159,TX-072802,ERATH EXCELS ACADEMY INC,480016000000,TX-072802-072802001,HUSTON ACADEMY,80,9/23/2019 0:00
TEXAS,48,4800159,TX-072802,ERATH EXCELS ACADEMY INC,480016000000,TX-072802-072802002,SHORELINE ACADEMY,50,9/23/2019 0:00
TEXAS,48,4800163,TX-221801,TEXAS COLLEGE PREPARATORY ACADEMIES,480016000000,TX-221801-221801011,AMARILLO COLLEGIATE ACADEMY,50,9/23/2019 0:00
TEXAS,48,4800163,TX-221801,TEXAS COLLEGE PREPARATORY ACADEMIES,480016000000,TX-221801-221801027,ISCHOOL HIGH - LEWISVILLE,80,9/23/2019 0:00
TEXAS,48,4800163,TX-221801,TEXAS COLLEGE PREPARATORY ACADEMIES,480016000000,TX-221801-221801043,FOUNDERS CLASSICAL ACADEMY,90,9/23/2019 0:00
TEXAS,48,4800163,TX-221801,TEXAS COLLEGE PREPARATORY ACADEMIES,480016000000,TX-221801-221801051,ISCHOOL HIGH AT UNIVERSITY PARK,95,9/23/2019 0:00
TEXAS,48,4800163,TX-221801,TEXAS COLLEGE PREPARATORY ACADEMIES,480016000000,TX-221801-221801056,ISCHOOL HIGH AT THE WOODLANDS,95,9/23/2019 0:00
TEXAS,48,4800171,TX-234801,RANCH ACADEMY,480017000000,TX-234801-234801001,RANCH ACADEMY,50,9/23/2019 0:00
TEXAS,48,4800174,TX-240801,GATEWAY ACADEMY CHARTER DISTRICT,480017000000,TX-240801-240801001,GATEWAY ACADEMY-TOWNLAKE CHARTER H S,50,9/23/2019 0:00
TEXAS,48,4800174,TX-240801,GATEWAY ACADEMY CHARTER DISTRICT,480017000000,TX-240801-240801002,GATEWAY ACADEMY-SIERRA VISTA CHARTER H S,80,9/23/2019 0:00
TEXAS,48,4800179,TX-015822,JUBILEE ACADEMIES,480018000000,TX-015822-015822001,JUBILEE SAN ANTONIO,90,9/23/2019 0:00
TEXAS,48,4800184,TX-057831,GATEWAY CHARTER ACADEMY,480018000000,TX-057831-057831002,GATEWAY CHARTER ACADEMY - MIDDLE - H S,90,9/23/2019 0:00
TEXAS,48,4800195,TX-108808,VANGUARD ACADEMY,480020000000,TX-108808-108808101,VANGUARD REMBRANDT,95,9/23/2019 0:00
TEXAS,48,4800202,TX-057828,WINFREE ACADEMY CHARTER SCHOOLS,480020000000,TX-057828-057828003,WINFREE ACADEMY CHARTER SCHOOL (RICHARDSON),40,9/23/2019 0:00
TEXAS,48,4800202,TX-057828,WINFREE ACADEMY CHARTER SCHOOLS,480020000000,TX-057828-057828001,WINFREE ACADEMY CHARTER SCHOOL (IRVING),30,9/23/2019 0:00
TEXAS,48,4800202,TX-057828,WINFREE ACADEMY CHARTER SCHOOLS,480020000000,TX-057828-057828002,WINFREE ACADEMY CHARTER SCHOOL (LEWISVILLE),30,9/23/2019 0:00
TEXAS,48,4800202,TX-057828,WINFREE ACADEMY CHARTER SCHOOLS,480020000000,TX-057828-057828004,WINFREE ACADEMY CHARTER SCHOOL - GRAND PRAIRIE,40,9/23/2019 0:00
TEXAS,48,4800202,TX-057828,WINFREE ACADEMY CHARTER SCHOOLS,480020000000,TX-057828-057828005,WINFREE ACADEMY NORTH RICHLAND HILLS,35,9/23/2019 0:00
TEXAS,48,4800202,TX-057828,WINFREE ACADEMY CHARTER SCHOOLS,480020000000,TX-057828-057828006,WINFREE ACADEMY CHARTER SCHOOL DALLAS,10,9/23/2019 0:00
TEXAS,48,4800204,TX-057830,INSPIRED VISION ACADEMY,480020000000,TX-057830-057830002,INSPIRED VISION ACADEMY MIDDLE,95,9/23/2019 0:00
TEXAS,48,4800205,TX-071804,EL PASO ACADEMY,480021000000,TX-071804-071804001,EL PASO ACADEMY,50,9/23/2019 0:00
TEXAS,48,4800205,TX-071804,EL PASO ACADEMY,480021000000,TX-071804-071804002,EL PASO ACADEMY WEST,70,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801117,PREMIER H S SAN ANTONIO EAST,40,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801103,PREMIER H S OF BROWNSVILLE,20,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801115,PREMIER H S OF PHARR,40,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801102,PREMIER H S AMERICAN YOUTHWORKS,21,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801110,PREMIER H S OF LUBBOCK,60,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801121,PREMIER H S OF WACO,50,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801112,PREMIER H S OF MIDLAND,50,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801118,PREMIER H S OF TYLER,21,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801108,PREMIER H S OF FORT WORTH,20,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801101,PREMIER H S OF ABILENE,60,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801107,PREMIER H S OF DEL RIO,20,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801109,PREMIER H S OF LAREDO,30,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801001,PREMIER H S OF COMANCHE/EARLY,60,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801113,PREMIER H S OF AUSTIN,40,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801116,PREMIER H S OF MISSION,50,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801104,PREMIER H S OF PALMVIEW,50,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801128,PREMIER H S OF NORTH AUSTIN,60,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801129,PREMIER H S OF EL PASO,40,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801130,PREMIER H S OF SAN JUAN,60,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801136,PREMIER H S OF NEW BRAUNFELS,60,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801131,PREMIER H S OF ARLINGTON,21,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801135,PREMIER H S OF HUNTSVILLE,40,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801137,PREMIER H S OF GRANBURY,70,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801139,PREMIER H S OF SOUTH IRVING,60,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801138,PREMIER H S OF DAYTON,90,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801142,PREMIER H S OF AMARILLO,30,9/23/2019 0:00
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,480021000000,TX-072801-072801141,PREMIER H S OF LEWISVILLE,40,9/23/2019 0:00
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,480021000000,TX-101845-101845001,YES PREP - SOUTHEAST,95,9/23/2019 0:00
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,480021000000,TX-101845-101845101,YES PREP - NORTH CENTRAL,95,9/23/2019 0:00
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,480021000000,TX-101845-101845002,YES PREP - SOUTHWEST,90,9/23/2019 0:00
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,480021000000,TX-101845-101845003,YES PREP - EAST END,95,9/23/2019 0:00
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,480021000000,TX-101845-101845004,YES PREP - GULFTON,90,9/23/2019 0:00
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,480021000000,TX-101845-101845006,YES PREP - BRAYS OAKS,90,9/23/2019 0:00
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,480021000000,TX-101845-101845005,YES PREP - WEST,95,9/23/2019 0:00
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,480021000000,TX-101845-101845010,YES PREP NORTH FOREST,85,9/23/2019 0:00
TEXAS,48,4800210,TX-101846,HARMONY SCIENCE ACADEMY,480021000000,TX-101846-101846001,HARMONY SCIENCE ACADEMY-HOUSTON,95,9/23/2019 0:00
TEXAS,48,4800210,TX-101846,HARMONY SCIENCE ACADEMY,480021000000,TX-101846-101846003,HARMONY SCHOOL OF INGENUITY-HOUSTON,95,9/23/2019 0:00
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,480021000000,TX-108807-108807001,IDEA COLLEGE PREP,90,9/23/2019 0:00
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,480021000000,TX-108807-108807002,IDEA QUEST COLLEGE PREPARATORY,95,9/23/2019 0:00
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,480021000000,TX-108807-108807003,IDEA FRONTIER COLLEGE PREPARATORY,95,9/23/2019 0:00
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,480021000000,TX-108807-108807006,IDEA COLLEGE PREPARATORY SAN JUAN,95,9/23/2019 0:00
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,480021000000,TX-108807-108807004,IDEA COLLEGE PREPARATORY MISSION,95,9/23/2019 0:00
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,480021000000,TX-108807-108807005,IDEA COLLEGE PREPARATORY SAN BENITO,95,9/23/2019 0:00
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,480021000000,TX-108807-108807007,IDEA COLLEGE PREPARATORY ALAMO,95,9/23/2019 0:00
TEXAS,48,4800213,TX-183801,PANOLA CHARTER SCHOOL,480021000000,TX-183801-183801001,PANOLA CS,50,9/23/2019 0:00
TEXAS,48,4800213,TX-183801,PANOLA CHARTER SCHOOL,480021000000,TX-183801-183801002,TEXAS EARLY COLLEGE H S,80,9/23/2019 0:00
TEXAS,48,4800213,TX-183801,PANOLA CHARTER SCHOOL,480021000000,TX-183801-183801003,PANOLA EARLY COLLEGE H S,50,9/23/2019 0:00
TEXAS,48,4800214,TX-213801,BRAZOS RIVER CHARTER SCHOOL,480021000000,TX-213801-213801001,BRAZOS RIVER CHARTER SCHOOL,55,9/23/2019 0:00
TEXAS,48,4800227,TX-193801,BIG SPRINGS CHARTER SCHOOL,480023000000,TX-193801-193801001,BIG SPRINGS CHARTER SCHOOL,87,9/23/2019 0:00
TEXAS,48,4800227,TX-193801,BIG SPRINGS CHARTER SCHOOL,480023000000,TX-193801-193801101,HILL COUNTRY YOUTH RANCH,50,9/23/2019 0:00
TEXAS,48,4800231,TX-220809,FORT WORTH ACADEMY OF FINE ARTS,480023000000,TX-220809-220809001,FORT WORTH ACADEMY OF FINE ARTS,90,9/23/2019 0:00
TEXAS,48,4800235,TX-014804,ORENDA CHARTER SCHOOL,480024000000,TX-014804-014804005,GATEWAY TECH H S,60,9/23/2019 0:00
TEXAS,48,4800235,TX-014804,ORENDA CHARTER SCHOOL,480024000000,TX-014804-014804006,GATEWAY COLLEGE PREPARATORY SCHOOL,90,9/23/2019 0:00
TEXAS,48,4800236,TX-057834,EVOLUTION ACADEMY CHARTER SCHOOL,480024000000,TX-057834-057834001,EVOLUTION ACADEMY CHARTER SCHOOL,39,9/23/2019 0:00
TEXAS,48,4800236,TX-057834,EVOLUTION ACADEMY CHARTER SCHOOL,480024000000,TX-057834-057834004,EVOLUTION ACADEMY HOUSTON,20,9/23/2019 0:00
TEXAS,48,4800236,TX-057834,EVOLUTION ACADEMY CHARTER SCHOOL,480024000000,TX-057834-057834003,EVOLUTION ACADEMY BEAUMONT,45,9/23/2019 0:00
