STNAM,FIPST,LEAID,ST_LEAID,LEANM,NCESSCH,ST_SCHID,SCHNAM,ALL_RATE,DATE_CUR
TEXAS,48,4808490,,APPLE SPRINGS ISD,481000000000,,APPLE SPRINGS H S,50,7/1/2017
TEXAS,48,4808520,,AQUILLA ISD,481000000000,,AQUILLA SCHOOL,80,7/1/2017
TEXAS,48,4808550,,ARANSAS COUNTY ISD,481000000000,,ROCKPORT-FULTON H S,87,7/1/2017
TEXAS,48,4808580,,ARANSAS PASS ISD,481000000000,,ARANSAS PASS H S,90,7/1/2017
TEXAS,48,4808610,,ARCHER CITY ISD,481000000000,,ARCHER CITY H S,90,7/1/2017
TEXAS,48,4808670,,ARGYLE ISD,481000000000,,ARGYLE H S,95,7/1/2017
TEXAS,48,4808700,,ARLINGTON ISD,481000000000,,ARLINGTON H S,89,7/1/2017
TEXAS,48,4808700,,ARLINGTON ISD,481000000000,,SAM HOUSTON H S,75,7/1/2017
TEXAS,48,4808700,,ARLINGTON ISD,481000000000,,LAMAR H S,78,7/1/2017
TEXAS,48,4808700,,ARLINGTON ISD,481000000000,,MARTIN H S,96,7/1/2017
TEXAS,48,4808700,,ARLINGTON ISD,481000000000,,VENTURE ALTER H S,50,7/1/2017
TEXAS,48,4808700,,ARLINGTON ISD,481000000000,,SEGUIN H S,93,7/1/2017
TEXAS,48,4808700,,ARLINGTON ISD,481000000000,,BOWIE H S,87,7/1/2017
TEXAS,48,4808730,,ARP ISD,481000000000,,ARP H S,90,7/1/2017
TEXAS,48,4808870,,ATHENS ISD,481000000000,,ATHENS H S,95,7/1/2017
TEXAS,48,4808880,,ATLANTA ISD,481000000000,,ATLANTA H S,95,7/1/2017
TEXAS,48,4808910,,AUBREY ISD,481000000000,,AUBREY H S,95,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,ANDERSON H S,97,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,AUSTIN H S,96,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,CROCKETT H S,95,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,LANIER H S,93,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,MCCALLUM H S,94,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,REAGAN H S,97,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,TRAVIS H S,86,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,ROSEDALE,,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,BOWIE H S,98,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,LEADERSHIP ACADEMY,87,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,GARZA INDEPENDENCE H S,40,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,AKINS H S,92,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,TRAVIS COUNTY JUVENILE DETENTION CENTER,87,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,RICHARDS SCH FOR YOUNG WOMEN LEADERS,95,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,LBJ HIGH SCHOOL,90,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,LASA H S,99,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,EASTSIDE MEMORIAL AT THE JOHNSTON CAMPUS,90,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,GRADUATION PREP ACADEMY LANIER,11,7/1/2017
TEXAS,48,4808940,,AUSTIN ISD,481000000000,,GRADUATION PREP ACADEMY TRAVIS,20,7/1/2017
TEXAS,48,4809000,,AUSTWELL-TIVOLI ISD,481000000000,,AUSTWELL-TIVOLI H S,50,7/1/2017
TEXAS,48,4809030,,AVALON ISD,481000000000,,AVALON SCHOOL,80,7/1/2017
TEXAS,48,4809060,,AVERY ISD,481000000000,,AVERY H S,80,7/1/2017
TEXAS,48,4809090,,AVINGER ISD,481000000000,,AVINGER SCHOOL,50,7/1/2017
TEXAS,48,4809150,,AXTELL ISD,481000000000,,AXTELL H S,90,7/1/2017
TEXAS,48,4809200,,AZLE ISD,481000000000,,AZLE H S,99,7/1/2017
TEXAS,48,4809200,,AZLE ISD,481000000000,,AZLE HORNET ACADEMY,70,7/1/2017
TEXAS,48,4809280,,BAIRD ISD,481000000000,,BAIRD H S,80,7/1/2017
TEXAS,48,4809300,,BALLINGER ISD,481000000000,,BALLINGER H S,95,7/1/2017
TEXAS,48,4809330,,BALMORHEA ISD,481000000000,,BALMORHEA SCHOOL,50,7/1/2017
TEXAS,48,4809360,,BANDERA ISD,481000000000,,BANDERA H S,90,7/1/2017
TEXAS,48,4809390,,BANGS ISD,481000000000,,BANGS H S,95,7/1/2017
TEXAS,48,4809410,,BANQUETE ISD,481000000000,,BANQUETE H S,95,7/1/2017
TEXAS,48,4809450,,BARBERS HILL ISD,481000000000,,BARBERS HILL H S,99,7/1/2017
TEXAS,48,4809540,,BARTLETT ISD,481000000000,,BARTLETT SCHOOLS,80,7/1/2017
TEXAS,48,4809570,,BASTROP ISD,481000000000,,BASTROP H S,96,7/1/2017
TEXAS,48,4809570,,BASTROP ISD,481000000000,,CEDAR CREEK H S,94,7/1/2017
TEXAS,48,4809570,,BASTROP ISD,481000000000,,GENESIS H S,70,7/1/2017
TEXAS,48,4809630,,BAY CITY ISD,481000000000,,BAY CITY H S,91,7/1/2017
TEXAS,48,4809670,,BEAUMONT ISD,481000000000,,CENTRAL SENIOR H S,86,7/1/2017
TEXAS,48,4809670,,BEAUMONT ISD,481000000000,,WEST BROOK SR H S,91,7/1/2017
TEXAS,48,4809670,,BEAUMONT ISD,481000000000,,OZEN H S,83,7/1/2017
TEXAS,48,4809670,,BEAUMONT ISD,481000000000,,PAUL A BROWN ALTERNATIVE CENTER,35,7/1/2017
TEXAS,48,4809690,,BECKVILLE ISD,481000000000,,BECKVILLE JR-SR HIGH SCHOOL,90,7/1/2017
TEXAS,48,4809720,,BEEVILLE ISD,481000000000,,A C JONES H S,88,7/1/2017
TEXAS,48,4809750,,BELLEVUE ISD,481000000000,,BELLEVUE SCHOOL,87,7/1/2017
TEXAS,48,4809780,,BELLS ISD,481000000000,,BELLS H S,90,7/1/2017
TEXAS,48,4809810,,BELLVILLE ISD,481000000000,,BELLVILLE H S,95,7/1/2017
TEXAS,48,4809860,,BELTON ISD,481000000000,,BELTON H S,97,7/1/2017
TEXAS,48,4809870,,BEN BOLT-PALITO BLANCO ISD,481000000000,,BEN BOLT-PAL BLANCO H S,80,7/1/2017
TEXAS,48,4810140,,BIG SANDY ISD,481000000000,,BIG SANDY H S,90,7/1/2017
TEXAS,48,4810170,,BIG SANDY ISD,481000000000,,BIG SANDY SCHOOL,90,7/1/2017
TEXAS,48,4810200,,BIG SPRING ISD,481000000000,,BIG SPRING H S,90,7/1/2017
TEXAS,48,4810230,,BIRDVILLE ISD,481000000000,,HALTOM H S,94,7/1/2017
TEXAS,48,4810230,,BIRDVILLE ISD,481000000000,,RICHLAND H S,95,7/1/2017
TEXAS,48,4810230,,BIRDVILLE ISD,481000000000,,BIRDVILLE H S,96,7/1/2017
TEXAS,48,4810260,,BISHOP CISD,481000000000,,BISHOP H S,95,7/1/2017
TEXAS,48,4810320,,BLANCO ISD,481000000000,,BLANCO H S,95,7/1/2017
TEXAS,48,4810350,,BLAND ISD,481000000000,,BLAND H S,90,7/1/2017
TEXAS,48,4810380,,BLANKET ISD,481000000000,,BLANKET SCHOOL,80,7/1/2017
TEXAS,48,4810440,,BLOOMBURG ISD,481000000000,,BLOOMBURG H S,80,7/1/2017
TEXAS,48,4810470,,BLOOMING GROVE ISD,481000000000,,BLOOMING GROVE H S,95,7/1/2017
TEXAS,48,4810500,,BLOOMINGTON ISD,481000000000,,BLOOMINGTON H S,80,7/1/2017
TEXAS,48,4810590,,BLUE RIDGE ISD,481000000000,,BLUE RIDGE H S,90,7/1/2017
TEXAS,48,4810650,,BLUM ISD,481000000000,,BLUM H S,80,7/1/2017
TEXAS,48,4810710,,BOERNE ISD,481000000000,,BOERNE H S,99,7/1/2017
TEXAS,48,4810710,,BOERNE ISD,481000000000,,BOERNE - SAMUEL V CHAMPION H S,98,7/1/2017
TEXAS,48,4810740,,BOLES ISD,481000000000,,BOLES H S,90,7/1/2017
TEXAS,48,4810780,,BOLING ISD,481000000000,,BOLING H S,95,7/1/2017
TEXAS,48,4810800,,BONHAM ISD,481000000000,,BONHAM H S,95,7/1/2017
TEXAS,48,4810830,,BOOKER ISD,481000000000,,BOOKER JH/H S,80,7/1/2017
TEXAS,48,4810860,,BORDEN COUNTY ISD,481000000000,,BORDEN COUNTY SCHOOL,80,7/1/2017
TEXAS,48,4810890,,BORGER ISD,481000000000,,BORGER H S,90,7/1/2017
TEXAS,48,4810910,,BOSQUEVILLE ISD,481000000000,,BOSQUEVILLE H S,90,7/1/2017
TEXAS,48,4810950,,BOVINA ISD,481000000000,,BOVINA H S,80,7/1/2017
TEXAS,48,4810990,,BOWIE ISD,481000000000,,BOWIE H S,95,7/1/2017
TEXAS,48,4811010,,BOYD ISD,481000000000,,BOYD H S,95,7/1/2017
TEXAS,48,4811040,,BOYS RANCH ISD,481000000000,,BOYS RANCH H S,90,7/1/2017
TEXAS,48,4811070,,BRACKETT ISD,481000000000,,BRACKETT H S,90,7/1/2017
TEXAS,48,4811110,,BRADY ISD,481000000000,,BRADY H S,95,7/1/2017
TEXAS,48,4811190,,BRAZOSPORT ISD,481000000000,,BRAZOSPORT H S,94,7/1/2017
TEXAS,48,4811190,,BRAZOSPORT ISD,481000000000,,BRAZOSWOOD H S,96,7/1/2017
TEXAS,48,4811190,,BRAZOSPORT ISD,481000000000,,LIGHTHOUSE LEARNING CENTER - AEC,25,7/1/2017
TEXAS,48,4811220,,BRECKENRIDGE ISD,481000000000,,BRECKENRIDGE H S,90,7/1/2017
TEXAS,48,4811250,,BREMOND ISD,481000000000,,BREMOND H S,90,7/1/2017
TEXAS,48,4811280,,BRENHAM ISD,481000000000,,BRENHAM H S,96,7/1/2017
TEXAS,48,4811280,,BRENHAM ISD,481000000000,,PRIDE ACADEMY,21,7/1/2017
TEXAS,48,4811310,,BRIDGE CITY ISD,481000000000,,BRIDGE CITY H S,90,7/1/2017
TEXAS,48,4811340,,BRIDGEPORT ISD,481000000000,,BRIDGEPORT H S,90,7/1/2017
TEXAS,48,4811400,,FORT ELLIOTT CISD,481000000000,,FORT ELLIOTT SCHOOL,50,7/1/2017
TEXAS,48,4811430,,BROADDUS ISD,481000000000,,BROADDUS H S,90,7/1/2017
TEXAS,48,4811460,,BROCK ISD,481000000000,,BROCK H S,95,7/1/2017
TEXAS,48,4811490,,BRONTE ISD,481000000000,,BRONTE H S,50,7/1/2017
TEXAS,48,4811490,,BRONTE ISD,481000000000,,FAIRVIEW ACCELERATED,87,7/1/2017
TEXAS,48,4811520,,BROOKELAND ISD,481000000000,,BROOKELAND H S,80,7/1/2017
TEXAS,48,4811550,,BROOKESMITH ISD,481000000000,,BROOKESMITH SCHOOL,50,7/1/2017
TEXAS,48,4811580,,BROOKS COUNTY ISD,481000000000,,FALFURRIAS H S,85,7/1/2017
TEXAS,48,4811610,,BROWNFIELD ISD,481000000000,,BROWNFIELD H S,90,7/1/2017
TEXAS,48,4811610,,BROWNFIELD ISD,481000000000,,BROWNFIELD EDUCATION CENTER,80,7/1/2017
TEXAS,48,4811640,,BROWNSBORO ISD,481000000000,,BROWNSBORO H S,95,7/1/2017
TEXAS,48,4811680,,BROWNSVILLE ISD,481000000000,,HANNA EARLY COLLEGE H S,92,7/1/2017
TEXAS,48,4811680,,BROWNSVILLE ISD,481000000000,,PORTER EARLY COLLEGE H S,89,7/1/2017
TEXAS,48,4811680,,BROWNSVILLE ISD,481000000000,,PACE EARLY COLLEGE H S,95,7/1/2017
TEXAS,48,4811680,,BROWNSVILLE ISD,481000000000,,LOPEZ EARLY COLLEGE H S,92,7/1/2017
TEXAS,48,4811680,,BROWNSVILLE ISD,481000000000,,RIVERA EARLY COLLEGE H S,94,7/1/2017
TEXAS,48,4811680,,BROWNSVILLE ISD,481000000000,,CAMERON CO J J A E P,87,7/1/2017
TEXAS,48,4811680,,BROWNSVILLE ISD,481000000000,,VETERANS MEMORIAL EARLY COLLEGE H S,98,7/1/2017
TEXAS,48,4811680,,BROWNSVILLE ISD,481000000000,,BROWNSVILLE EARLY COLLEGE H S,95,7/1/2017
TEXAS,48,4811700,,BROWNWOOD ISD,481000000000,,BROWNWOOD H S,95,7/1/2017
TEXAS,48,4811700,,BROWNWOOD ISD,481000000000,,BROWNWOOD ACCELERATED H S,80,7/1/2017
TEXAS,48,4811730,,BRUCEVILLE-EDDY ISD,481000000000,,BRUCEVILLE-EDDY H S,90,7/1/2017
TEXAS,48,4811730,,BRUCEVILLE-EDDY ISD,481000000000,,AXTELL/BRUCEVILLE-EDDY LEARNING CENTER,50,7/1/2017
TEXAS,48,4811790,,BRYAN ISD,481000000000,,TRAVIS B BRYAN H S,91,7/1/2017
TEXAS,48,4811790,,BRYAN ISD,481000000000,,JAMES EARL RUDDER H S,91,7/1/2017
TEXAS,48,4811790,,BRYAN ISD,481000000000,,BRYAN COLLEGIATE H S,90,7/1/2017
TEXAS,48,4811790,,BRYAN ISD,481000000000,,THE MARY CATHERINE HARRIS SCHOOL-SCHOOL OF CHOICE,49,7/1/2017
TEXAS,48,4811820,,BRYSON ISD,481000000000,,BRYSON SCHOOL,80,7/1/2017
TEXAS,48,4811850,,BUCKHOLTS ISD,481000000000,,BUCKHOLTS SCHOOL,50,7/1/2017
TEXAS,48,4811910,,BUENA VISTA ISD,481000000000,,BUENA VISTA SCHOOL,50,7/1/2017
TEXAS,48,4811990,,BUFFALO ISD,481000000000,,BUFFALO H S,95,7/1/2017
TEXAS,48,4812060,,BULLARD ISD,481000000000,,BULLARD H S,95,7/1/2017
TEXAS,48,4812090,,BUNA ISD,481000000000,,BUNA H S,95,7/1/2017
TEXAS,48,4812120,,BURKBURNETT ISD,481000000000,,BURKBURNETT H S,90,7/1/2017
TEXAS,48,4812120,,BURKBURNETT ISD,481000000000,,GATEWAY STUDENT SUPPORT CTR,90,7/1/2017
TEXAS,48,4812150,,BURKEVILLE ISD,481000000000,,BURKEVILLE H S,80,7/1/2017
TEXAS,48,4812180,,BURLESON ISD,481000000000,,BURLESON H S,95,7/1/2017
TEXAS,48,4812180,,BURLESON ISD,481000000000,,CROSSROADS H S,80,7/1/2017
TEXAS,48,4812180,,BURLESON ISD,481000000000,,BURLESON CENTENNIAL H S,98,7/1/2017
TEXAS,48,4812220,,BURNET CISD,481000000000,,BURNET H S,98,7/1/2017
TEXAS,48,4812220,,BURNET CISD,481000000000,,QUEST,80,7/1/2017
TEXAS,48,4812240,,BURTON ISD,481000000000,,BURTON H S,80,7/1/2017
TEXAS,48,4812360,,BYNUM ISD,481000000000,,BYNUM SCHOOL,80,7/1/2017
TEXAS,48,4812390,,CADDO MILLS ISD,481000000000,,CADDO MILLS H S,95,7/1/2017
TEXAS,48,4812420,,CALALLEN ISD,481000000000,,CALALLEN H S,92,7/1/2017
TEXAS,48,4812460,,CALDWELL ISD,481000000000,,CALDWELL H S,95,7/1/2017
TEXAS,48,4812480,,CALHOUN COUNTY ISD,481000000000,,CALHOUN H S,95,7/1/2017
TEXAS,48,4812480,,CALHOUN COUNTY ISD,481000000000,,HOPE H S,70,7/1/2017
TEXAS,48,4812510,,CALLISBURG ISD,481000000000,,CALLISBURG H S,95,7/1/2017
TEXAS,48,4812540,,CALVERT ISD,481000000000,,CALVERT SCHOOL,50,7/1/2017
TEXAS,48,4812640,,CAMERON ISD,481000000000,,CAMERON YOE H S,85,7/1/2017
TEXAS,48,4812660,,CAMPBELL ISD,481000000000,,CAMPBELL H S,90,7/1/2017
TEXAS,48,4812700,,CANADIAN ISD,481000000000,,CANADIAN H S,80,7/1/2017
TEXAS,48,4812750,,CANTON ISD,481000000000,,CANTON H S,95,7/1/2017
TEXAS,48,4812780,,CANUTILLO ISD,481000000000,,CANUTILLO H S,89,7/1/2017
TEXAS,48,4812780,,CANUTILLO ISD,481000000000,,NORTHWEST EARLY COLLEGE H S (NWECHS),90,7/1/2017
TEXAS,48,4812810,,CANYON ISD,481000000000,,CANYON H S,99,7/1/2017
TEXAS,48,4812810,,CANYON ISD,481000000000,,YOUTH CTR OF HIGH PLAINS,87,7/1/2017
TEXAS,48,4812810,,CANYON ISD,481000000000,,RANDALL H S,97,7/1/2017
TEXAS,48,4812810,,CANYON ISD,481000000000,,MIDWAY ALTERNATIVE H S,90,7/1/2017
TEXAS,48,4812870,,CARLISLE ISD,481000000000,,CARLISLE SCHOOL,90,7/1/2017
TEXAS,48,4812990,,CARRIZO SPRINGS CISD,481000000000,,CARRIZO SPRINGS H S,80,7/1/2017
TEXAS,48,4813020,,CARROLL ISD,481000000000,,CARROLL SENIOR H S,99,7/1/2017
TEXAS,48,4813050,,CARROLLTON-FARMERS BRANCH ISD,481000000000,,SMITH H S,98,7/1/2017
TEXAS,48,4813050,,CARROLLTON-FARMERS BRANCH ISD,481000000000,,TURNER H S,96,7/1/2017
TEXAS,48,4813050,,CARROLLTON-FARMERS BRANCH ISD,481000000000,,GRIMES EDUCATION CENTER,45,7/1/2017
TEXAS,48,4813050,,CARROLLTON-FARMERS BRANCH ISD,481000000000,,CREEKVIEW H S,95,7/1/2017
TEXAS,48,4813050,,CARROLLTON-FARMERS BRANCH ISD,481000000000,,RANCHVIEW H S,99,7/1/2017
TEXAS,48,4813050,,CARROLLTON-FARMERS BRANCH ISD,481000000000,,EARLY COLLEGE H S,95,7/1/2017
TEXAS,48,4813110,,CARTHAGE ISD,481000000000,,CARTHAGE H S,85,7/1/2017
TEXAS,48,4813170,,CASTLEBERRY ISD,481000000000,,CASTLEBERRY H S,95,7/1/2017
TEXAS,48,4813170,,CASTLEBERRY ISD,481000000000,,REACH H S,60,7/1/2017
TEXAS,48,4813200,,CAYUGA ISD,481000000000,,CAYUGA H S,90,7/1/2017
TEXAS,48,4813230,,CEDAR HILL ISD,481000000000,,CEDAR HILL H S,91,7/1/2017
TEXAS,48,4813230,,CEDAR HILL ISD,481000000000,,CEDAR HILL COLLEGIATE H S,95,7/1/2017
TEXAS,48,4813260,,CELESTE ISD,481000000000,,CELESTE H S,90,7/1/2017
TEXAS,48,4813290,,CELINA ISD,481000000000,,CELINA H S,95,7/1/2017
TEXAS,48,4813320,,CENTER ISD,481000000000,,CENTER H S,85,7/1/2017
TEXAS,48,4813350,,CENTER POINT ISD,481000000000,,CENTER POINT H S,90,7/1/2017
TEXAS,48,4813380,,CENTERVILLE ISD,481000000000,,CENTERVILLE H S,50,7/1/2017
TEXAS,48,4813410,,CENTERVILLE ISD,481000000000,,CENTERVILLE JR-SR H S,90,7/1/2017
TEXAS,48,4813440,,CENTRAL HEIGHTS ISD,481000000000,,CENTRAL HEIGHTS H S,90,7/1/2017
TEXAS,48,4813500,,CENTRAL ISD,481000000000,,CENTRAL H S,95,7/1/2017
TEXAS,48,4813500,,CENTRAL ISD,481000000000,,STUBBLEFIELD LRN CTR,80,7/1/2017
TEXAS,48,4813530,,LUMBERTON ISD,481000000000,,LUMBERTON H S,96,7/1/2017
TEXAS,48,4813590,,CHANNELVIEW ISD,481000000000,,CHANNELVIEW H S,93,7/1/2017
TEXAS,48,4813590,,CHANNELVIEW ISD,481000000000,,ENDEAVOR HS-JOE FRANK CAMPBELL LEARNING CENTER,40,7/1/2017
TEXAS,48,4813620,,CHANNING ISD,481000000000,,CHANNING SCHOOL,50,7/1/2017
TEXAS,48,4813650,,CHAPEL HILL ISD,481000000000,,CHAPEL HILL H S,85,7/1/2017
TEXAS,48,4813680,,CHAPEL HILL ISD,481000000000,,CHAPEL HILL H S,90,7/1/2017
TEXAS,48,4813710,,CHARLOTTE ISD,481000000000,,CHARLOTTE H S,80,7/1/2017
TEXAS,48,4813740,,CHEROKEE ISD,481000000000,,CHEROKEE SCHOOL,50,7/1/2017
TEXAS,48,4813770,,CHESTER ISD,481000000000,,CHESTER H S,50,7/1/2017
TEXAS,48,4813800,,CHICO ISD,481000000000,,CHICO H S,90,7/1/2017
TEXAS,48,4813860,,CHILDRESS ISD,481000000000,,CHILDRESS H S,90,7/1/2017
TEXAS,48,4813890,,CHILLICOTHE ISD,481000000000,,CHILLICOTHE H S,80,7/1/2017
TEXAS,48,4813920,,CHILTON ISD,481000000000,,CHILTON SCHOOL,90,7/1/2017
TEXAS,48,4813960,,CHINA SPRING ISD,481000000000,,CHINA SPRING H S,95,7/1/2017
TEXAS,48,4813960,,CHINA SPRING ISD,481000000000,,TURN AROUND GRADUATE,80,7/1/2017
TEXAS,48,4813980,,CHIRENO ISD,481000000000,,CHIRENO H S,80,7/1/2017
TEXAS,48,4814010,,CHRISTOVAL ISD,481000000000,,CHRISTOVAL H S,90,7/1/2017
TEXAS,48,4814070,,CISCO ISD,481000000000,,CISCO H S,90,7/1/2017
TEXAS,48,4814070,,CISCO ISD,481000000000,,CISCO LEARNING CENTER,80,7/1/2017
TEXAS,48,4814130,,CITY VIEW ISD,481000000000,,CITY VIEW JUNIOR/SENIOR HIGH,95,7/1/2017
TEXAS,48,4814160,,CLARENDON ISD,481000000000,,CLARENDON H S,90,7/1/2017
TEXAS,48,4814190,,CLARKSVILLE ISD,481000000000,,CLARKSVILLE MIDDLE AND H S,90,7/1/2017
TEXAS,48,4814250,,CLAUDE ISD,481000000000,,CLAUDE H S,80,7/1/2017
TEXAS,48,4814280,,CLEAR CREEK ISD,481000000000,,CLEAR CREEK H S,95,7/1/2017
TEXAS,48,4814280,,CLEAR CREEK ISD,481000000000,,CLEAR LAKE H S,95,7/1/2017
TEXAS,48,4814280,,CLEAR CREEK ISD,481000000000,,CLEAR BROOK H S,94,7/1/2017
TEXAS,48,4814280,,CLEAR CREEK ISD,481000000000,,CLEAR VIEW H S,90,7/1/2017
TEXAS,48,4814280,,CLEAR CREEK ISD,481000000000,,CLEAR HORIZONS EARLY COLLEGE H S,95,7/1/2017
TEXAS,48,4814280,,CLEAR CREEK ISD,481000000000,,CLEAR SPRINGS H S,97,7/1/2017
TEXAS,48,4814280,,CLEAR CREEK ISD,481000000000,,CLEAR FALLS H S,95,7/1/2017
TEXAS,48,4814310,,CLEBURNE ISD,481000000000,,CLEBURNE H S,88,7/1/2017
TEXAS,48,4814310,,CLEBURNE ISD,481000000000,,TEAM SCH,80,7/1/2017
TEXAS,48,4814370,,CLEVELAND ISD,481000000000,,CLEVELAND H S,86,7/1/2017
TEXAS,48,4814370,,CLEVELAND ISD,481000000000,,FREDERICK A DOUGLASS LEARNING ACADEMY,21,7/1/2017
TEXAS,48,4814400,,CLIFTON ISD,481000000000,,CLIFTON H S,95,7/1/2017
TEXAS,48,4814430,,CLINT ISD,481000000000,,CLINT H S,85,7/1/2017
TEXAS,48,4814430,,CLINT ISD,481000000000,,MOUNTAIN VIEW H S,85,7/1/2017
TEXAS,48,4814430,,CLINT ISD,481000000000,,HORIZON H S,88,7/1/2017
TEXAS,48,4814450,,CLYDE CISD,481000000000,,CLYDE H S,95,7/1/2017
TEXAS,48,4814490,,COAHOMA ISD,481000000000,,COAHOMA H S,90,7/1/2017
TEXAS,48,4814520,,COLDSPRING-OAKHURST CISD,481000000000,,COLDSPRING-OAKHURST HIGH SCHOOL,95,7/1/2017
TEXAS,48,4814550,,COLEMAN ISD,481000000000,,COLEMAN H S,80,7/1/2017
TEXAS,48,4814580,,COLLINSVILLE ISD,481000000000,,COLLINSVILLE H S,90,7/1/2017
TEXAS,48,4814600,,COLMESNEIL ISD,481000000000,,COLMESNEIL JH/HS,80,7/1/2017
TEXAS,48,4814640,,COLORADO ISD,481000000000,,COLORADO H S,95,7/1/2017
TEXAS,48,4814640,,COLORADO ISD,481000000000,,WALLACE ACCELERATED H S,50,7/1/2017
TEXAS,48,4814670,,COLUMBIA-BRAZORIA ISD,481000000000,,COLUMBIA H S,90,7/1/2017
TEXAS,48,4814700,,COLUMBUS ISD,481000000000,,COLUMBUS H S,90,7/1/2017
TEXAS,48,4814700,,COLUMBUS ISD,481000000000,,COLUMBUS ALTERNATIVE SCHOOL,50,7/1/2017
TEXAS,48,4814730,,COMAL ISD,481000000000,,CANYON H S,90,7/1/2017
TEXAS,48,4814730,,COMAL ISD,481000000000,,SMITHSON VALLEY H S,99,7/1/2017
TEXAS,48,4814730,,COMAL ISD,481000000000,,COMAL ACADEMY,90,7/1/2017
TEXAS,48,4814730,,COMAL ISD,481000000000,,CANYON LAKE H S,95,7/1/2017
TEXAS,48,4814730,,COMAL ISD,481000000000,,COMAL DISCIPLINE CENTER,87,7/1/2017
TEXAS,48,4814730,,COMAL ISD,481000000000,,MEMORIAL EARLY COLLEGE H S WITH ST PHILIP'S,90,7/1/2017
TEXAS,48,4814760,,COMANCHE ISD,481000000000,,COMANCHE H S,95,7/1/2017
TEXAS,48,4814790,,COMFORT ISD,481000000000,,COMFORT H S,95,7/1/2017
TEXAS,48,4814820,,COMMERCE ISD,481000000000,,COMMERCE H S,95,7/1/2017
TEXAS,48,4814850,,COMMUNITY ISD,481000000000,,COMMUNITY H S,95,7/1/2017
TEXAS,48,4814880,,COMO-PICKTON CISD,481000000000,,COMO-PICKTON SCHOOL,90,7/1/2017
TEXAS,48,4814920,,COMSTOCK ISD,481000000000,,COMSTOCK SCHOOL,80,7/1/2017
TEXAS,48,4814970,,CONNALLY ISD,481000000000,,CONNALLY HIGH SCHOOL,90,7/1/2017
TEXAS,48,4815000,,CONROE ISD,482000000000,,CONROE H S,84,7/1/2017
TEXAS,48,4815000,,CONROE ISD,482000000000,,HAUKE ALTER ED,75,7/1/2017
TEXAS,48,4815000,,CONROE ISD,482000000000,,THE WOODLANDS H S,96,7/1/2017
TEXAS,48,4815000,,CONROE ISD,482000000000,,OAK RIDGE H S,93,7/1/2017
TEXAS,48,4815000,,CONROE ISD,482000000000,,CANEY CREEK H S,89,7/1/2017
TEXAS,48,4815000,,CONROE ISD,482000000000,,COLLEGE PARK H S,93,7/1/2017
TEXAS,48,4815120,,COOLIDGE ISD,482000000000,,COOLIDGE H S,80,7/1/2017
TEXAS,48,4815150,,COOPER ISD,482000000000,,COOPER H S,90,7/1/2017
TEXAS,48,4815180,,LUBBOCK-COOPER ISD,482000000000,,LUBBOCK-COOPER HIGH SCHOOL,98,7/1/2017
TEXAS,48,4815210,,COPPELL ISD,482000000000,,COPPELL H S,99,7/1/2017
TEXAS,48,4815210,,COPPELL ISD,482000000000,,NEW TECH H S AT COPPELL,95,7/1/2017
TEXAS,48,4815240,,COPPERAS COVE ISD,482000000000,,COPPERAS COVE H S,95,7/1/2017
TEXAS,48,4815240,,COPPERAS COVE ISD,482000000000,,CROSSROADS H S,60,7/1/2017
TEXAS,48,4815270,,CORPUS CHRISTI ISD,482000000000,,MARY GRETT SCHOOL,,7/1/2017
TEXAS,48,4815270,,CORPUS CHRISTI ISD,482000000000,,CARROLL H S,89,7/1/2017
TEXAS,48,4815270,,CORPUS CHRISTI ISD,482000000000,,KING H S,88,7/1/2017
TEXAS,48,4815270,,CORPUS CHRISTI ISD,482000000000,,ROY MILLER H S AND METRO SCHOOL OF DESIGN,80,7/1/2017
TEXAS,48,4815270,,CORPUS CHRISTI ISD,482000000000,,MOODY H S,90,7/1/2017
TEXAS,48,4815270,,CORPUS CHRISTI ISD,482000000000,,RAY H S,86,7/1/2017
TEXAS,48,4815270,,CORPUS CHRISTI ISD,482000000000,,STUDENT SUPPORT CENTER,87,7/1/2017
