STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_RATE_1516
TEXAS,48,4817730,EAGLE PASS ISD,4.81773E+11,C C WINN HIGH SCHOOL,85
TEXAS,48,4817760,EANES ISD,4.81776E+11,WESTLAKE H S,GE99
TEXAS,48,4817790,EARLY ISD,4.81779E+11,EARLY H S,GE95
TEXAS,48,4817830,EAST BERNARD ISD,4.81783E+11,EAST BERNARD H S,GE95
TEXAS,48,4817850,EAST CENTRAL ISD,4.81785E+11,EAST CENTRAL H S,93
TEXAS,48,4817880,EAST CHAMBERS ISD,4.81788E+11,EAST CHAMBERS H S,GE95
TEXAS,48,4817960,EASTLAND ISD,4.81796E+11,EASTLAND H S,90-94
TEXAS,48,4818000,ECTOR COUNTY ISD,4.818E+11,ODESSA H S,80
TEXAS,48,4818000,ECTOR COUNTY ISD,4.818E+11,PERMIAN H S,89
TEXAS,48,4818000,ECTOR COUNTY ISD,4.818E+11,GEORGE H W BUSH NEW TECH ODESSA,90-94
TEXAS,48,4818030,ECTOR ISD,4.81803E+11,ECTOR H S,GE80
TEXAS,48,4818060,EDCOUCH-ELSA ISD,4.81806E+11,EDCOUCH-ELSA H S,93
TEXAS,48,4818070,EDEN CISD,4.81807E+11,EDEN CISD,GE80
TEXAS,48,4818120,EDGEWOOD ISD,4.81812E+11,EDGEWOOD H S,GE95
TEXAS,48,4818150,EDGEWOOD ISD,4.81815E+11,JOHN F KENNEDY H S,87
TEXAS,48,4818150,EDGEWOOD ISD,4.81815E+11,MEMORIAL H S,77
TEXAS,48,4818180,EDINBURG CISD,4.81818E+11,EDINBURG H S,87
TEXAS,48,4818180,EDINBURG CISD,4.81818E+11,JUVENILE DETENTION CTR,LT50
TEXAS,48,4818180,EDINBURG CISD,4.81818E+11,ECONOMEDES H S,84
TEXAS,48,4818180,EDINBURG CISD,4.81818E+11,ROBERT R VELA H S,92
TEXAS,48,4818180,EDINBURG CISD,4.81818E+11,EDINBURG NORTH H S,89
TEXAS,48,4818210,EDNA ISD,4.81821E+11,EDNA H S,GE95
TEXAS,48,4818280,EL CAMPO ISD,4.81828E+11,EL CAMPO H S,94
TEXAS,48,4818300,EL PASO ISD,4.8183E+11,ANDRESS H S,84
TEXAS,48,4818300,EL PASO ISD,4.8183E+11,AUSTIN H S,81
TEXAS,48,4818300,EL PASO ISD,4.8183E+11,BOWIE H S,66
TEXAS,48,4818300,EL PASO ISD,4.8183E+11,BURGES H S,84
TEXAS,48,4818300,EL PASO ISD,4.8183E+11,CORONADO H S,91
TEXAS,48,4818300,EL PASO ISD,4.8183E+11,EL PASO H S,89
TEXAS,48,4818300,EL PASO ISD,4.8183E+11,IRVIN H S,78
TEXAS,48,4818300,EL PASO ISD,4.8183E+11,JEFFERSON H S,83
TEXAS,48,4818300,EL PASO ISD,4.8183E+11,FRANKLIN H S,93
TEXAS,48,4818300,EL PASO ISD,4.8183E+11,SILVA HEALTH MAGNET,GE95
TEXAS,48,4818300,EL PASO ISD,4.8183E+11,COLLEGE CAREER TECHNOLOGY ACADEMY (CCTA),14-Oct
TEXAS,48,4818300,EL PASO ISD,4.8183E+11,CHAPIN H S,91
TEXAS,48,4818300,EL PASO ISD,4.8183E+11,TRANSMOUNTAIN EARLY COLLEGE H S,GE95
TEXAS,48,4818330,ELECTRA ISD,4.81833E+11,ELECTRA JUNIOR/SENIOR HIGH,GE90
TEXAS,48,4818360,ELGIN ISD,4.81836E+11,ELGIN H S,97
TEXAS,48,4818360,ELGIN ISD,4.81836E+11,PHOENIX H S,40-59
TEXAS,48,4818390,ELKHART ISD,4.81839E+11,ELKHART H S,GE95
TEXAS,48,4818480,ELYSIAN FIELDS ISD,4.81848E+11,ELYSIAN FIELDS H S,GE95
TEXAS,48,4818540,ENNIS ISD,4.81854E+11,ENNIS H S,93
TEXAS,48,4818600,ERA ISD,4.8186E+11,ERA SCHOOL,GE90
TEXAS,48,4818690,EULA ISD,4.81869E+11,EULA H S,GE80
TEXAS,48,4818720,EUSTACE ISD,4.81872E+11,EUSTACE H S,90-94
TEXAS,48,4818750,EVADALE ISD,4.81875E+11,EVADALE H S,GE80
TEXAS,48,4818780,EVANT ISD,4.81878E+11,EVANT H S,GE80
TEXAS,48,4818810,EVERMAN ISD,4.81881E+11,EVERMAN H S,94
TEXAS,48,4818810,EVERMAN ISD,4.81881E+11,EVERMAN ACADEMY H S,60-69
TEXAS,48,4818900,FABENS ISD,4.8189E+11,FABENS H S,80-84
TEXAS,48,4818940,FAIRFIELD ISD,4.81894E+11,FAIRFIELD H S,90-94
TEXAS,48,4819020,FALLS CITY ISD,4.81902E+11,FALLS CITY H S,GE90
TEXAS,48,4819050,FANNINDEL ISD,4.81905E+11,FANNINDEL H S,GE80
TEXAS,48,4819080,FARMERSVILLE ISD,4.81908E+11,FARMERSVILLE H S,90-94
TEXAS,48,4819110,FARWELL ISD,4.81911E+11,FARWELL H S,GE90
TEXAS,48,4819140,FAYETTEVILLE ISD,4.81914E+11,FAYETTEVILLE SCHOOLS,GE50
TEXAS,48,4819170,FERRIS ISD,4.81917E+11,FERRIS H S,GE95
TEXAS,48,4819280,FLATONIA ISD,4.81928E+11,FLATONIA SECONDARY,GE90
TEXAS,48,4819320,FLORENCE ISD,4.81932E+11,FLORENCE H S,GE95
TEXAS,48,4819350,FLORESVILLE ISD,4.81935E+11,FLORESVILLE H S,94
TEXAS,48,4819380,FLOUR BLUFF ISD,4.81938E+11,FLOUR BLUFF H S,94
TEXAS,48,4819440,FLOYDADA ISD,4.81944E+11,FLOYDADA H S,GE90
TEXAS,48,4819500,FOLLETT ISD,4.8195E+11,FOLLETT SCHOOL,GE50
TEXAS,48,4819530,FORESTBURG ISD,4.81953E+11,FORESTBURG SCHOOL,GE50
TEXAS,48,4819560,FORNEY ISD,4.81956E+11,FORNEY H S,GE99
TEXAS,48,4819560,FORNEY ISD,4.81956E+11,NORTH FORNEY H S,96
TEXAS,48,4819620,FORSAN ISD,4.81962E+11,FORSAN H S,GE90
TEXAS,48,4819650,FORT BEND ISD,4.81965E+11,LAWRENCE E ELKINS H S,95
TEXAS,48,4819650,FORT BEND ISD,4.81965E+11,DULLES H S,96
TEXAS,48,4819650,FORT BEND ISD,4.81965E+11,WILLOWRIDGE H S,80
TEXAS,48,4819650,FORT BEND ISD,4.81965E+11,CLEMENTS H S,97
TEXAS,48,4819650,FORT BEND ISD,4.81965E+11,KEMPNER H S,94
TEXAS,48,4819650,FORT BEND ISD,4.81965E+11,STEPHEN F AUSTIN H S,97
TEXAS,48,4819650,FORT BEND ISD,4.81965E+11,HIGHTOWER H S,92
TEXAS,48,4819650,FORT BEND ISD,4.81965E+11,GEORGE BUSH H S,94
TEXAS,48,4819650,FORT BEND ISD,4.81965E+11,THURGOOD MARSHALL H S,90
TEXAS,48,4819650,FORT BEND ISD,4.81965E+11,WILLIAM B TRAVIS H S,93
TEXAS,48,4819650,FORT BEND ISD,4.81965E+11,RIDGE POINT H S,93
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,ARLINGTON HEIGHTS H S,92
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,BOULEVARD HEIGHTS,LT50
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,CARTER-RIVERSIDE H S,87
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,DIAMOND HILL-JARVIS H S,90-94
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,DUNBAR H S,75-79
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,EASTERN HILLS H S,76
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,NORTH SIDE H S,73
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,O D WYATT H S,73
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,PASCHAL H S,91
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,POLYTECHNIC H S,86
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,SOUTHWEST H S,87
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,TRIMBLE TECHNICAL H S,95
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,WESTERN HILLS H S,88
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,DETENT CTR,PS
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,METRO OPPORTUNITY,PS
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,JO KELLY SP ED,PS
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,SUCCESS H S,30-34
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,SOUTH HILLS H S,88
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,TRANSITION CTR,LE20
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,CHILDREN'S MEDICAL CTR,LT50
TEXAS,48,4819700,FORT WORTH ISD,4.8197E+11,BRIDGE ASSOC,LT50
TEXAS,48,4819740,FRANKLIN ISD,4.81974E+11,FRANKLIN H S,GE95
TEXAS,48,4819770,FRANKSTON ISD,4.81977E+11,FRANKSTON H S,GE90
TEXAS,48,4819820,FREER ISD,4.81982E+11,FREER H S,80-89
TEXAS,48,4819830,FRENSHIP ISD,4.81983E+11,FRENSHIP H S,98
TEXAS,48,4819830,FRENSHIP ISD,4.81983E+11,REESE EDUCATIONAL CTR,85-89
TEXAS,48,4819840,FREDERICKSBURG ISD,4.81984E+11,FREDERICKSBURG H S,97
TEXAS,48,4819840,FREDERICKSBURG ISD,4.81984E+11,ALTER SCH,60-79
TEXAS,48,4819950,FRIENDSWOOD ISD,4.81995E+11,FRIENDSWOOD H S,97
TEXAS,48,4819980,FRIONA ISD,4.81998E+11,FRIONA H S,GE95
TEXAS,48,4820010,FRISCO ISD,4.82001E+11,FRISCO H S,GE99
TEXAS,48,4820010,FRISCO ISD,4.82001E+11,CENTENNIAL H S,GE99
TEXAS,48,4820010,FRISCO ISD,4.82001E+11,WAKELAND H S,97
TEXAS,48,4820010,FRISCO ISD,4.82001E+11,LIBERTY H S,GE99
TEXAS,48,4820010,FRISCO ISD,4.82001E+11,HERITAGE H S,GE99
TEXAS,48,4820010,FRISCO ISD,4.82001E+11,LONE STAR H S,94
TEXAS,48,4820040,FROST ISD,4.82004E+11,FROST H S,GE80
TEXAS,48,4820070,FRUITVALE ISD,4.82007E+11,FRUITVALE H S,GE90
TEXAS,48,4820100,FT DAVIS ISD,4.8201E+11,FT DAVIS SCHOOL,GE80
TEXAS,48,4820130,FT HANCOCK ISD,4.82013E+11,FORT HANCOCK H S,GE90
TEXAS,48,4820160,FT SAM HOUSTON ISD,4.82016E+11,ROBERT G COLE MIDDLE/HIGH SCHOOL,GE95
TEXAS,48,4820190,FORT STOCKTON ISD,4.82019E+11,FORT STOCKTON H S,90-94
TEXAS,48,4820220,GAINESVILLE ISD,4.82022E+11,GAINESVILLE H S,90-94
TEXAS,48,4820250,GALENA PARK ISD,4.82025E+11,GALENA PARK H S,89
TEXAS,48,4820250,GALENA PARK ISD,4.82025E+11,NORTH SHORE SENIOR HIGH,89
TEXAS,48,4820280,GALVESTON ISD,4.82028E+11,BALL H S,87
TEXAS,48,4820280,GALVESTON ISD,4.82028E+11,AIM COLLEGE & CAREER PREP,60-79
TEXAS,48,4820310,GANADO ISD,4.82031E+11,GANADO H S,GE90
TEXAS,48,4820340,GARLAND ISD,4.82034E+11,PATHFINDER ACHIEVEMENT CENTER,PS
TEXAS,48,4820340,GARLAND ISD,4.82034E+11,GARLAND H S,90
TEXAS,48,4820340,GARLAND ISD,4.82034E+11,LAKEVIEW CENTENNIAL H S,92
TEXAS,48,4820340,GARLAND ISD,4.82034E+11,N GARLAND H S,93
TEXAS,48,4820340,GARLAND ISD,4.82034E+11,S GARLAND H S,88
TEXAS,48,4820340,GARLAND ISD,4.82034E+11,MEMORIAL PATHWAY ACADEMY H S,65
TEXAS,48,4820340,GARLAND ISD,4.82034E+11,NAAMAN FOREST H S,90
TEXAS,48,4820340,GARLAND ISD,4.82034E+11,ROWLETT H S,95
TEXAS,48,4820340,GARLAND ISD,4.82034E+11,SACHSE H S,94
TEXAS,48,4820400,GARRISON ISD,4.8204E+11,GARRISON H S,GE90
TEXAS,48,4820460,GARY ISD,4.82046E+11,GARY SCHOOL,GE80
TEXAS,48,4820500,GATESVILLE ISD,4.8205E+11,GATESVILLE H S,GE95
TEXAS,48,4820550,GEORGE WEST ISD,4.82055E+11,GEORGE WEST H S,GE95
TEXAS,48,4820600,GEORGETOWN ISD,4.8206E+11,WILLIAMSON CO JUVENILE DETENTION CENTER,PS
TEXAS,48,4820600,GEORGETOWN ISD,4.8206E+11,GEORGETOWN H S,97
TEXAS,48,4820600,GEORGETOWN ISD,4.8206E+11,EAST VIEW H S,GE99
TEXAS,48,4820600,GEORGETOWN ISD,4.8206E+11,CHIP RICHARTE H S,80-89
TEXAS,48,4820610,GHOLSON ISD,4.82061E+11,GHOLSON SCHOOL,GE80
TEXAS,48,4820640,GIDDINGS ISD,4.82064E+11,GIDDINGS H S,GE95
TEXAS,48,4820700,GILMER ISD,4.8207E+11,GILMER H S,GE95
TEXAS,48,4820760,GLADEWATER ISD,4.82076E+11,GLADEWATER H S,90-94
TEXAS,48,4820790,GLASSCOCK COUNTY ISD,4.82079E+11,GARDEN CITY H S,GE80
TEXAS,48,4820850,GLEN ROSE ISD,4.82085E+11,GLEN ROSE H S,GE95
TEXAS,48,4820960,GODLEY ISD,4.82096E+11,GODLEY H S,90-94
TEXAS,48,4820970,GOLD BURG ISD,4.82097E+11,GOLD BURG SCHOOL,GE50
TEXAS,48,4821000,GOLDTHWAITE ISD,4.821E+11,GOLDTHWAITE H S,GE90
TEXAS,48,4821030,GOLIAD ISD,4.82103E+11,GOLIAD H S,GE95
TEXAS,48,4821060,GONZALES ISD,4.82106E+11,GONZALES H S,80-84
TEXAS,48,4821090,GOODRICH ISD,4.82109E+11,GOODRICH H S,GE80
TEXAS,48,4821150,GOOSE CREEK CISD,4.82115E+11,LEE H S,89
TEXAS,48,4821150,GOOSE CREEK CISD,4.82115E+11,STERLING H S,86
TEXAS,48,4821150,GOOSE CREEK CISD,4.82115E+11,PETER E HYLAND CENTER,80-84
TEXAS,48,4821150,GOOSE CREEK CISD,4.82115E+11,GOOSE CREEK MEMORIAL,90
TEXAS,48,4821150,GOOSE CREEK CISD,4.82115E+11,IMPACT EARLY COLLEGE H S,GE95
TEXAS,48,4821180,GORDON ISD,4.82118E+11,GORDON SCHOOL,GE80
TEXAS,48,4821270,GORMAN ISD,4.82127E+11,GORMAN H S,GE80
TEXAS,48,4821300,GRADY ISD,4.8213E+11,GRADY SCHOOL,GE50
TEXAS,48,4821330,GRAFORD ISD,4.82133E+11,GRAFORD H S,GE80
TEXAS,48,4821360,GRAHAM ISD,4.82136E+11,GRAHAM H S,GE95
TEXAS,48,4821360,GRAHAM ISD,4.82136E+11,GRAHAM LEARNING CTR,GE90
TEXAS,48,4821390,GRANBURY ISD,4.82139E+11,GRANBURY H S,96
TEXAS,48,4821390,GRANBURY ISD,4.82139E+11,STARS ACCELERATED H S,60-69
TEXAS,48,4821420,GRAND PRAIRIE ISD,4.82142E+11,GRAND PRAIRIE H S,85
TEXAS,48,4821420,GRAND PRAIRIE ISD,4.82142E+11,SOUTH GRAND PRAIRIE H S,96
TEXAS,48,4821420,GRAND PRAIRIE ISD,4.82142E+11,CROSSWINDS H S,48
TEXAS,48,4821420,GRAND PRAIRIE ISD,4.82142E+11,JOHN A DUBISKI CAREER H S,GE99
TEXAS,48,4821450,GRAND SALINE ISD,4.82145E+11,GRAND SALINE H S,85-89
TEXAS,48,4821480,GRANDFALLS-ROYALTY ISD,4.82148E+11,GRANDFALLS-ROYALTY SCHOOL,GE50
TEXAS,48,4821540,GRANDVIEW ISD,4.82154E+11,GRANDVIEW H S,GE95
TEXAS,48,4821590,GRANGER ISD,4.82159E+11,GRANGER SCHOOL,GE80
TEXAS,48,4821600,GRAPE CREEK ISD,4.8216E+11,GRAPE CREEK H S,GE95
TEXAS,48,4821600,GRAPE CREEK ISD,4.8216E+11,FAIRVIEW ACCELERATED,GE50
TEXAS,48,4821630,GRAPELAND ISD,4.82163E+11,GRAPELAND H S,GE90
TEXAS,48,4821660,GRAPEVINE-COLLEYVILLE ISD,4.82166E+11,GRAPEVINE H S,97
TEXAS,48,4821660,GRAPEVINE-COLLEYVILLE ISD,4.82166E+11,THE BRIDGES ACAD ALTER,80-84
TEXAS,48,4821660,GRAPEVINE-COLLEYVILLE ISD,4.82166E+11,COLLEYVILLE HERITAGE H S,97
TEXAS,48,4821720,GREENVILLE ISD,4.82172E+11,GREENVILLE H S,97
TEXAS,48,4821720,GREENVILLE ISD,4.82172E+11,NEW HORIZONS LEARNING CENTER,65-69
TEXAS,48,4821750,GREENWOOD ISD,4.82175E+11,GREENWOOD H S,GE95
TEXAS,48,4821780,GREGORY-PORTLAND ISD,4.82178E+11,GREGORY-PORTLAND H S,92
TEXAS,48,4821810,GROESBECK ISD,4.82181E+11,GROESBECK H S,90-94
TEXAS,48,4821840,GROOM ISD,4.82184E+11,GROOM SCHOOL,GE50
TEXAS,48,4821900,GROVETON ISD,4.8219E+11,GROVETON J H-H S,GE90
TEXAS,48,4821930,GRUVER ISD,4.82193E+11,GRUVER H S,GE90
TEXAS,48,4821960,GUNTER ISD,4.82196E+11,GUNTER H S,GE95
TEXAS,48,4821990,GUSTINE ISD,4.82199E+11,GUSTINE SCHOOL,GE80
TEXAS,48,4822020,GUTHRIE CSD,4.82202E+11,GUTHRIE SCHOOL,GE50
TEXAS,48,4822050,HALE CENTER ISD,4.82205E+11,HALE CENTER H S,GE90
TEXAS,48,4822120,HALLETTSVILLE ISD,4.82212E+11,HALLETTSVILLE H S,GE95
TEXAS,48,4822170,HALLSVILLE ISD,4.82217E+11,HALLSVILLE H S,98
TEXAS,48,4822230,HAMILTON ISD,4.82223E+11,HAMILTON H S,GE90
TEXAS,48,4822260,HAMLIN ISD,4.82226E+11,HAMLIN H S,GE90
TEXAS,48,4822320,HAMSHIRE-FANNETT ISD,4.82232E+11,HAMSHIRE-FANNETT H S,GE95
TEXAS,48,4822350,HAPPY ISD,4.82235E+11,HAPPY H S,GE80
TEXAS,48,4822380,HARDIN ISD,4.82238E+11,HARDIN H S,GE95
TEXAS,48,4822410,HARDIN-JEFFERSON ISD,4.82241E+11,HARDIN-JEFFERSON H S,GE95
TEXAS,48,4822470,HARLANDALE ISD,4.82247E+11,HARLANDALE H S,91
TEXAS,48,4822470,HARLANDALE ISD,4.82247E+11,MCCOLLUM H S,91
TEXAS,48,4822470,HARLANDALE ISD,4.82247E+11,FRANK M TEJEDA ACADEMY,85-89
TEXAS,48,4822470,HARLANDALE ISD,4.82247E+11,FENLEY TRANSITIONAL H S,PS
TEXAS,48,4822500,HARLETON ISD,4.8225E+11,HARLETON H S,GE90
TEXAS,48,4822530,HARLINGEN CISD,4.82253E+11,HARLINGEN H S,92
TEXAS,48,4822530,HARLINGEN CISD,4.82253E+11,HARLINGEN H S - SOUTH,93
TEXAS,48,4822530,HARLINGEN CISD,4.82253E+11,EARLY COLLEGE H S,GE95
TEXAS,48,4822530,HARLINGEN CISD,4.82253E+11,KEYS ACAD,45-49
TEXAS,48,4822560,HARMONY ISD,4.82256E+11,HARMONY H S,GE95
TEXAS,48,4822590,HARPER ISD,4.82259E+11,HARPER H S,GE90
TEXAS,48,4822620,HARROLD ISD,4.82262E+11,HARROLD SCHOOL,PS
TEXAS,48,4822650,HART ISD,4.82265E+11,HART ISD,GE80
TEXAS,48,4822680,HARTLEY ISD,4.82268E+11,HARTLEY SCHOOL,GE50
TEXAS,48,4822740,HASKELL CISD,4.82274E+11,HASKELL H S,80-89
TEXAS,48,4822770,HAWKINS ISD,4.82277E+11,HAWKINS H S,80-89
TEXAS,48,4822800,HAWLEY ISD,4.8228E+11,HAWLEY H S,GE90
TEXAS,48,4822830,HEARNE ISD,4.82283E+11,HEARNE H S,GE90
TEXAS,48,4822850,HEDLEY ISD,4.82285E+11,HEDLEY SCHOOL,GE50
TEXAS,48,4822890,HEMPHILL ISD,4.82289E+11,HEMPHILL H S,85-89
TEXAS,48,4822920,HEMPSTEAD ISD,4.82292E+11,HEMPSTEAD H S,85-89
TEXAS,48,4822970,HENDERSON ISD,4.82297E+11,HENDERSON H S,94
TEXAS,48,4822980,HENRIETTA ISD,4.82298E+11,HENRIETTA H S,GE95
TEXAS,48,4823010,HEREFORD ISD,4.82301E+11,HEREFORD H S,95
TEXAS,48,4823040,HERMLEIGH ISD,4.82304E+11,HERMLEIGH SCHOOL,GE80
TEXAS,48,4823070,HICO ISD,4.82307E+11,HICO H S,GE90
TEXAS,48,4823100,HIDALGO ISD,4.8231E+11,HIDALGO EARLY COLLEGE H S,GE95
TEXAS,48,4823100,HIDALGO ISD,4.8231E+11,HIDALGO ACADEMY,80-89
TEXAS,48,4823140,HIGGINS ISD,4.82314E+11,HIGGINS SCHOOL,GE50
TEXAS,48,4823160,HIGH ISLAND ISD,4.82316E+11,HIGH ISLAND H S,GE80
TEXAS,48,4823190,HIGHLAND ISD,4.82319E+11,HIGHLAND SCHOOL,GE50
TEXAS,48,4823250,HIGHLAND PARK ISD,4.82325E+11,HIGHLAND PARK H S,97
TEXAS,48,4823280,HILLSBORO ISD,4.82328E+11,HILLSBORO H S,GE95
TEXAS,48,4823310,HITCHCOCK ISD,4.82331E+11,HITCHCOCK H S,85-89
TEXAS,48,4823370,HOLLAND ISD,4.82337E+11,HOLLAND H S,GE90
TEXAS,48,4823400,HOLLIDAY ISD,4.8234E+11,HOLLIDAY H S,GE90
TEXAS,48,4823430,HONDO ISD,4.82343E+11,HONDO H S,85-89
TEXAS,48,4823460,HONEY GROVE ISD,4.82346E+11,HONEY GROVE H S,GE90
TEXAS,48,4823490,HOOKS ISD,4.82349E+11,HOOKS H S,GE95
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,AUSTIN H S,89
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,BELLAIRE H S,90
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,DAVIS H S,78
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,FURR H S,95
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,DEBAKEY H S FOR HEALTH PROF,GE95
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,JONES FUTURES ACADEMY,40-59
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,KASHMERE H S,70-74
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,LAMAR H S,90
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,LEE H S,74
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,MADISON H S,73
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,MILBY H S,73
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,PERFOR & VIS ARTS H S,GE95
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,REAGAN H S,97
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,SCARBOROUGH H S,85-89
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,SHARPSTOWN H S,81
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,SHARPSTOWN INTERNATIONAL SCHOOL,GE95
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,STERLING H S,71
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,WALTRIP H S,83
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,WASHINGTON B T H S,70-74
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,WESTBURY H S,72
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,WHEATLEY H S,65-69
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,WORTHING H S,60-64
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,YATES H S,71
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,JORDAN H S,90-94
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,HARPER ALTERNATIVE SCHOOL,LT50
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,LAW ENFCMT-CRIM JUST H S,GE95
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,COMMUNITY SERVICES-SEC,LE5
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,T H ROGERS SCHOOL,PS
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,EASTWOOD ACADEMY,GE95
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,CHAVEZ H S,81
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,WESTSIDE H S,90
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,CARNEGIE VANGUARD H S,GE95
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,CHALLENGE EARLY COLLEGE H S,GE95
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,LIBERTY H S,LE5
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,EAST EARLY COLLEGE H S,GE95
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,HOUSTON ACADEMY FOR INTERNATIONAL STUDIES,GE95
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,REACH CHARTER,30-34
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,MOUNT CARMEL ACADEMY,GE95
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER,82
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,ENERGIZED FOR STEM ACADEMY CENTRAL H S,GE50
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,NORTH HOUSTON EARLY COLLEGE H S,GE95
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,ENERGIZED FOR STEM ACADEMY WEST H S,GE90
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,TEXAS CONNECTIONS ACADEMY AT HOUSTON,47
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,ADVANCED VIRTUAL ACADEMY,14-Oct
TEXAS,48,4823640,HOUSTON ISD,4.82364E+11,HCC LIFE SKILLS PROGRAM,LE10
TEXAS,48,4823670,HOWE ISD,4.82367E+11,HOWE H S,GE95
TEXAS,48,4823730,HUBBARD ISD,4.82373E+11,HUBBARD H S,GE90
TEXAS,48,4823760,HUCKABAY ISD,4.82376E+11,HUCKABAY SCHOOL,GE50
TEXAS,48,4823790,HUDSON ISD,4.82379E+11,HUDSON H S,GE95
TEXAS,48,4823790,HUDSON ISD,4.82379E+11,STUBBLEFIELD LRN CTR,60-69
TEXAS,48,4823820,HUFFMAN ISD,4.82382E+11,HARGRAVE H S,96
TEXAS,48,4823850,HUGHES SPRINGS ISD,4.82385E+11,HUGHES SPRINGS H S,GE95
TEXAS,48,4823880,HULL-DAISETTA ISD,4.82388E+11,HULL-DAISETTA H S,GE90
TEXAS,48,4823910,HUMBLE ISD,4.82391E+11,HUMBLE H S,90
TEXAS,48,4823910,HUMBLE ISD,4.82391E+11,KINGWOOD H S,97
TEXAS,48,4823910,HUMBLE ISD,4.82391E+11,ATASCOCITA H S,92
TEXAS,48,4823910,HUMBLE ISD,4.82391E+11,KINGWOOD PARK H S,94
TEXAS,48,4823910,HUMBLE ISD,4.82391E+11,SUMMER CREEK H S,91
TEXAS,48,4823910,HUMBLE ISD,4.82391E+11,QUEST EARLY COLLEGE H S,GE95
TEXAS,48,4824000,HUNTINGTON ISD,4.824E+11,PRIDE ALTER SCH,60-69
TEXAS,48,4824000,HUNTINGTON ISD,4.824E+11,HUNTINGTON H S,GE95
TEXAS,48,4824030,HUNTSVILLE ISD,4.82403E+11,HUNTSVILLE H S,87
TEXAS,48,4824060,HURST-EULESS-BEDFORD ISD,4.82406E+11,BELL H S,97
